n_trial,mov_file_generated,mov_file_natural,mirrored,switch_stim_pos,correct_answer,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_onset,stimulus_off,stimulus_length,block,response.keys,response.corr,response.rt,age,gender,condition,participant,date,expName,frameRate,
1,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(23)-lvm(22)_final(5)_fail.mov,resources/videos_natural\training(32).mov,True,True,left,0,0,0,0,2018-10-09 13:19:20.589582,2018-10-09 13:19:25.827882,0:00:05.238300,1,left,1,3.4195657653917806,28,m,1,14,2018_Oct_09_1318,MP_PerceptionTuring2,59.9231373115326,
2,resources/videos_generated\model(dmp)-dataset(walking)-npsi(60)_final(8).mov,resources/videos_natural\training(37).mov,True,False,right,0,1,1,1,2018-10-09 13:19:30.381142,2018-10-09 13:19:34.318367,0:00:03.937225,1,left,0,0.7341007977722711,28,m,1,14,2018_Oct_09_1318,MP_PerceptionTuring2,59.9231373115326,
3,resources/videos_generated\model(tmp)-dataset(walking)-numprim(14)_final(4).mov,resources/videos_natural\training(40).mov,False,True,left,0,2,2,2,2018-10-09 13:19:36.169473,2018-10-09 13:19:40.223705,0:00:04.054232,1,right,0,0.5506987020427232,28,m,1,14,2018_Oct_09_1318,MP_PerceptionTuring2,59.9231373115326,
4,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(27)-lvm(22)_final(9).mov,resources/videos_natural\training(41).mov,True,False,right,0,3,3,3,2018-10-09 13:19:41.957804,2018-10-09 13:19:45.845027,0:00:03.887223,1,left,0,0.4506071761257999,28,m,1,14,2018_Oct_09_1318,MP_PerceptionTuring2,59.9231373115326,
5,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(24)-lvm(25)_final(0).mov,resources/videos_natural\training(36).mov,True,False,right,0,4,4,4,2018-10-09 13:19:47.413116,2018-10-09 13:19:51.483349,0:00:04.070233,1,left,0,0.3838724648541074,28,m,1,14,2018_Oct_09_1318,MP_PerceptionTuring2,59.9231373115326,
6,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(24)-lvm(17)_final(5).mov,resources/videos_natural\training(33).mov,False,False,right,0,5,5,5,2018-10-09 13:19:52.984435,2018-10-09 13:19:57.054668,0:00:04.070233,1,left,0,0.3171847362840481,28,m,1,14,2018_Oct_09_1318,MP_PerceptionTuring2,59.9231373115326,
7,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(26)-lvm(23)_final(7).mov,resources/videos_natural\training(4).mov,False,True,left,0,6,6,6,2018-10-09 13:19:58.488750,2018-10-09 13:20:02.575984,0:00:04.087234,1,right,0,0.500690736065394,28,m,1,14,2018_Oct_09_1318,MP_PerceptionTuring2,59.9231373115326,
8,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(23)-lvm(20)_final(3).mov,resources/videos_natural\training(11).mov,False,True,left,0,7,7,7,2018-10-09 13:20:04.194076,2018-10-09 13:20:08.281310,0:00:04.087234,1,right,0,0.5338231781929608,28,m,1,14,2018_Oct_09_1318,MP_PerceptionTuring2,59.9231373115326,
9,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(26)-lvm(21)_final(9).mov,resources/videos_natural\training(4).mov,True,False,right,0,8,8,8,2018-10-09 13:20:09.932404,2018-10-09 13:20:13.952634,0:00:04.020230,1,right,1,0.28371166956947036,28,m,1,14,2018_Oct_09_1318,MP_PerceptionTuring2,59.9231373115326,
10,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(24)-lvm(21)_final(7).mov,resources/videos_natural\training(0).mov,True,True,left,0,9,9,9,2018-10-09 13:20:15.353714,2018-10-09 13:20:19.290940,0:00:03.937226,1,right,0,0.767501583407352,28,m,1,14,2018_Oct_09_1318,MP_PerceptionTuring2,59.9231373115326,
11,resources/videos_generated\model(dmp)-dataset(walking)-npsi(100)_final(2).mov,resources/videos_natural\training(11).mov,False,False,right,0,10,10,10,2018-10-09 13:20:21.175047,2018-10-09 13:20:25.078271,0:00:03.903224,1,right,1,0.23382176268853527,28,m,1,14,2018_Oct_09_1318,MP_PerceptionTuring2,59.9231373115326,
12,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(27)-lvm(18)_final(5).mov,resources/videos_natural\training(10).mov,True,False,right,0,11,11,11,2018-10-09 13:20:26.430348,2018-10-09 13:20:30.350572,0:00:03.920224,1,left,0,0.26713912391107897,28,m,1,14,2018_Oct_09_1318,MP_PerceptionTuring2,59.9231373115326,
