n_trial,mov_file_generated,mov_file_natural,mirrored,switch_stim_pos,correct_answer,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_onset,stimulus_off,stimulus_length,block,response.keys,response.corr,response.rt,age,gender,condition,participant,date,expName,frameRate,
1,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(25)-lvm(25)_final(7).mov,resources/videos_natural\training(47).mov,False,False,right,0,0,0,0,2018-10-12 11:40:13.088702,2018-10-12 11:40:17.375948,0:00:04.287246,1,right,1,0.26732525364150206,20,m,2,17,2018_Oct_12_1140,MP_PerceptionTuring2,59.934169437403376,
2,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(22)-lvm(27)_final(3)_fail.mov,resources/videos_natural\training(42).mov,True,True,left,0,1,1,1,2018-10-12 11:40:18.761027,2018-10-12 11:40:22.714253,0:00:03.953226,1,left,1,0.2338615220551219,20,m,2,17,2018_Oct_12_1140,MP_PerceptionTuring2,59.934169437403376,
3,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(23)-lvm(24)_final(4).mov,resources/videos_natural\training(48).mov,False,True,left,0,2,2,2,2018-10-12 11:40:24.065330,2018-10-12 11:40:27.952553,0:00:03.887223,1,left,1,0.40056488173922844,20,m,2,17,2018_Oct_12_1140,MP_PerceptionTuring2,59.934169437403376,
4,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(25)-lvm(18)_final(8).mov,resources/videos_natural\training(39).mov,False,True,left,0,3,3,3,2018-10-12 11:40:29.469639,2018-10-12 11:40:33.389864,0:00:03.920225,1,left,1,0.033572455359717424,20,m,2,17,2018_Oct_12_1140,MP_PerceptionTuring2,59.934169437403376,
5,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(28)-lvm(24)_final(5).mov,resources/videos_natural\training(39).mov,False,False,right,0,4,4,4,2018-10-12 11:40:34.540929,2018-10-12 11:40:38.428152,0:00:03.887223,1,right,1,0.01691181718979351,20,m,2,17,2018_Oct_12_1140,MP_PerceptionTuring2,59.934169437403376,
6,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(26)-lvm(23)_final(8).mov,resources/videos_natural\training(7).mov,True,False,right,0,5,5,5,2018-10-12 11:40:39.562217,2018-10-12 11:40:43.498442,0:00:03.936225,1,right,1,0.3506188069241034,20,m,2,17,2018_Oct_12_1140,MP_PerceptionTuring2,59.934169437403376,
7,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(25)-lvm(22)_final(2).mov,resources/videos_natural\training(25).mov,False,True,left,0,6,6,6,2018-10-12 11:40:44.966526,2018-10-12 11:40:48.886750,0:00:03.920224,1,left,1,0.21713251741311979,20,m,2,17,2018_Oct_12_1140,MP_PerceptionTuring2,59.934169437403376,
8,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(22)-lvm(21)_final(8).mov,resources/videos_natural\training(45).mov,True,False,right,0,7,7,7,2018-10-12 11:40:50.220826,2018-10-12 11:40:54.158051,0:00:03.937225,1,left,0,0.23374888302078034,20,m,2,17,2018_Oct_12_1140,MP_PerceptionTuring2,59.934169437403376,
9,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(22)-lvm(19)_final(4).mov,resources/videos_natural\training(19).mov,False,False,right,0,8,8,8,2018-10-12 11:40:55.509129,2018-10-12 11:40:59.412352,0:00:03.903223,1,right,1,0.38399007812768104,20,m,2,17,2018_Oct_12_1140,MP_PerceptionTuring2,59.934169437403376,
10,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(24)-lvm(19)_final(4).mov,resources/videos_natural\training(19).mov,True,False,right,0,9,9,9,2018-10-12 11:41:00.913438,2018-10-12 11:41:04.817661,0:00:03.904223,1,right,1,0.15041256304721173,20,m,2,17,2018_Oct_12_1140,MP_PerceptionTuring2,59.934169437403376,
