n_trial,mov_file_generated,mov_file_natural,mirrored,switch_stim_pos,correct_answer,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_onset,stimulus_off,stimulus_length,block,response.keys,response.corr,response.rt,age,gender,condition,participant,date,expName,frameRate,
1,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(22)-lvm(25)_final(8).mov,resources/videos_natural\training(3).mov,True,False,right,0,0,0,0,2018-10-12 11:02:54.203646,2018-10-12 11:02:58.623898,0:00:04.420252,1,right,1,1.101069438349441,20,m,1,17,2018_Oct_12_1101,MP_PerceptionTuring2,59.94001198699858,
2,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(28)-lvm(17)_final(9).mov,resources/videos_natural\training(18).mov,False,True,left,0,1,1,1,2018-10-12 11:03:00.843025,2018-10-12 11:03:04.730248,0:00:03.887223,1,left,1,0.4339352494216655,20,m,1,17,2018_Oct_12_1101,MP_PerceptionTuring2,59.94001198699858,
3,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(27)-lvm(18)_final(7).mov,resources/videos_natural\training(11).mov,False,False,right,0,2,2,2,2018-10-12 11:03:06.281336,2018-10-12 11:03:10.200561,0:00:03.919225,1,left,0,0.4173523141153055,20,m,1,17,2018_Oct_12_1101,MP_PerceptionTuring2,59.94001198699858,
4,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(22)-lvm(23)_final(2).mov,resources/videos_natural\training(15).mov,False,True,left,0,3,3,3,2018-10-12 11:03:11.735648,2018-10-12 11:03:15.638872,0:00:03.903224,1,right,0,0.4006224059521628,20,m,1,17,2018_Oct_12_1101,MP_PerceptionTuring2,59.94001198699858,
5,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(22)-lvm(23)_final(4)_fail.mov,resources/videos_natural\training(14).mov,True,True,left,0,4,4,4,2018-10-12 11:03:17.156958,2018-10-12 11:03:21.094184,0:00:03.937226,1,left,1,0.3671279546288133,20,m,1,17,2018_Oct_12_1101,MP_PerceptionTuring2,59.94001198699858,
6,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(22)-lvm(23)_final(9).mov,resources/videos_natural\training(27).mov,True,True,left,0,5,5,5,2018-10-12 11:03:22.578268,2018-10-12 11:03:26.465491,0:00:03.887223,1,left,1,0.3338295675048357,20,m,1,17,2018_Oct_12_1101,MP_PerceptionTuring2,59.94001198699858,
7,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(26)-lvm(25)_final(9).mov,resources/videos_natural\training(40).mov,False,True,left,0,6,6,6,2018-10-12 11:03:27.916574,2018-10-12 11:03:31.802796,0:00:03.886222,1,left,1,0.43402258984860964,20,m,1,17,2018_Oct_12_1101,MP_PerceptionTuring2,59.94001198699858,
8,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(24)-lvm(21)_final(5).mov,resources/videos_natural\training(34).mov,False,True,left,0,7,7,7,2018-10-12 11:03:33.353885,2018-10-12 11:03:37.274109,0:00:03.920224,1,right,0,0.3338819717619117,20,m,1,17,2018_Oct_12_1101,MP_PerceptionTuring2,59.94001198699858,
9,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(28)-lvm(23)_final(7).mov,resources/videos_natural\training(17).mov,False,True,left,0,8,8,8,2018-10-12 11:03:38.725192,2018-10-12 11:03:42.629415,0:00:03.904223,1,left,1,0.33381420763726055,20,m,1,17,2018_Oct_12_1101,MP_PerceptionTuring2,59.94001198699858,
10,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(22)-lvm(23)_final(5).mov,resources/videos_natural\training(20).mov,True,True,left,0,9,9,9,2018-10-12 11:03:44.080498,2018-10-12 11:03:48.100728,0:00:04.020230,1,left,1,0.30046281390968943,20,m,1,17,2018_Oct_12_1101,MP_PerceptionTuring2,59.94001198699858,
