n_trial,mov_file_generated,mov_file_natural,mirrored,switch_stim_pos,correct_answer,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_onset,stimulus_off,stimulus_length,block,response.keys,response.corr,response.rt,age,gender,condition,participant,date,expName,frameRate,
1,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(24)-lvm(19)_final(8).mov,resources/videos_natural\training(6).mov,True,False,right,0,0,0,0,2018-10-12 10:05:16.665886,2018-10-12 10:05:21.320152,0:00:04.654266,1,right,1,2.3357031702466884,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
2,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(24)-lvm(27)_final(7).mov,resources/videos_natural\training(11).mov,False,True,left,0,1,1,1,2018-10-12 10:05:24.772349,2018-10-12 10:05:28.692574,0:00:03.920225,1,left,1,0.7842468589824421,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
3,resources/videos_generated\model(dmp)-dataset(walking)-npsi(70)_final(9).mov,resources/videos_natural\training(45).mov,True,True,left,0,2,2,2,2018-10-12 10:05:30.594682,2018-10-12 10:05:34.547908,0:00:03.953226,1,right,0,1.7518860261643567,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
4,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(26)-lvm(19)_final(2).mov,resources/videos_natural\training(33).mov,True,False,right,0,3,3,3,2018-10-12 10:05:37.417073,2018-10-12 10:05:41.487305,0:00:04.070232,1,left,0,0.6507418966907608,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
5,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(27)-lvm(28)_final(6).mov,resources/videos_natural\training(19).mov,True,True,left,0,4,4,4,2018-10-12 10:05:43.255407,2018-10-12 10:05:47.342640,0:00:04.087233,1,right,0,1.084597636207036,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
6,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(23)-lvm(22)_final(2).mov,resources/videos_natural\training(26).mov,True,False,right,0,5,5,5,2018-10-12 10:05:49.543766,2018-10-12 10:05:53.614999,0:00:04.071233,1,right,1,0.7508415551296821,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
7,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(23)-lvm(20)_final(6).mov,resources/videos_natural\training(43).mov,False,True,left,0,6,6,6,2018-10-12 10:05:55.483106,2018-10-12 10:05:59.586341,0:00:04.103235,1,left,1,1.7350272155781568,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
8,resources/videos_generated\model(dmp)-dataset(walking)-npsi(60)_final(9).mov,resources/videos_natural\training(17).mov,False,False,right,0,7,7,7,2018-10-12 10:06:02.438504,2018-10-12 10:06:06.508737,0:00:04.070233,1,left,0,2.3020554214162985,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
9,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(22)-lvm(23)_final(4).mov,resources/videos_natural\training(40).mov,False,True,left,0,8,8,8,2018-10-12 10:06:09.928932,2018-10-12 10:06:14.032167,0:00:04.103235,1,left,1,0.6341062559536113,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
10,resources/videos_generated\model(tmp)-dataset(walking)-numprim(13)_final(7).mov,resources/videos_natural\training(16).mov,False,False,right,0,9,9,9,2018-10-12 10:06:15.783267,2018-10-12 10:06:19.720492,0:00:03.937225,1,left,0,0.5673899156745392,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
11,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(26)-lvm(23)_final(4)_fail.mov,resources/videos_natural\training(32).mov,False,False,right,0,10,10,10,2018-10-12 10:06:21.404589,2018-10-12 10:06:25.474821,0:00:04.070232,1,right,1,0.9844838225953936,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
12,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(26)-lvm(17)_final(4).mov,resources/videos_natural\training(3).mov,True,False,right,0,11,11,11,2018-10-12 10:06:27.576942,2018-10-12 10:06:31.680176,0:00:04.103234,1,right,1,0.46724869523950474,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
13,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(22)-lvm(19)_final(2).mov,resources/videos_natural\training(40).mov,True,True,left,0,12,12,12,2018-10-12 10:06:33.265267,2018-10-12 10:06:37.318499,0:00:04.053232,1,right,0,1.5014861425379422,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
14,resources/videos_generated\model(tmp)-dataset(walking)-numprim(11)_final(5).mov,resources/videos_natural\training(27).mov,True,True,left,0,13,13,13,2018-10-12 10:06:39.937649,2018-10-12 10:06:44.007881,0:00:04.070232,1,left,1,0.7507716827881268,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
15,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(24)-lvm(23)_final(9).mov,resources/videos_natural\training(10).mov,False,False,right,0,14,14,14,2018-10-12 10:06:45.875988,2018-10-12 10:06:49.963222,0:00:04.087234,1,left,0,0.7675889313777589,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
16,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(24)-lvm(21)_final(4).mov,resources/videos_natural\training(30).mov,False,True,left,0,15,15,15,2018-10-12 10:06:51.848330,2018-10-12 10:06:55.768554,0:00:03.920224,1,left,1,1.3347370044220952,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
17,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(23)-lvm(22)_final(4)_fail.mov,resources/videos_natural\training(38).mov,True,False,right,0,16,16,16,2018-10-12 10:06:58.220694,2018-10-12 10:07:02.290927,0:00:04.070233,1,right,1,0.6007705232686931,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
18,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(24)-lvm(19)_final(4).mov,resources/videos_natural\training(47).mov,False,False,right,0,17,17,17,2018-10-12 10:07:04.008025,2018-10-12 10:07:08.095259,0:00:04.087234,1,right,1,0.5840598902341299,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
19,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(24)-lvm(23)_final(0).mov,resources/videos_natural\training(6).mov,True,False,right,0,18,18,18,2018-10-12 10:07:09.797356,2018-10-12 10:07:13.733582,0:00:03.936226,1,right,1,0.5173134325659703,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
20,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(25)-lvm(20)_final(8).mov,resources/videos_natural\training(5).mov,True,False,right,0,19,19,19,2018-10-12 10:07:15.368675,2018-10-12 10:07:19.288899,0:00:03.920224,1,right,1,0.5506419370781259,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
21,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(27)-lvm(28)_final(0).mov,resources/videos_natural\training(48).mov,True,False,right,0,20,20,20,2018-10-12 10:07:20.956995,2018-10-12 10:07:25.060229,0:00:04.103234,1,right,1,0.800986705883588,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
22,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(22)-lvm(17)_final(0).mov,resources/videos_natural\training(20).mov,True,False,right,0,21,21,21,2018-10-12 10:07:26.978339,2018-10-12 10:07:31.065573,0:00:04.087234,1,right,1,0.6341342651253399,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
23,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(24)-lvm(21)_final(2).mov,resources/videos_natural\training(34).mov,False,False,right,0,22,22,22,2018-10-12 10:07:32.816673,2018-10-12 10:07:36.919908,0:00:04.103235,1,right,1,0.5340385219469681,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
24,resources/videos_generated\model(dmp)-dataset(walking)-npsi(70)_final(7).mov,resources/videos_natural\training(28).mov,True,True,left,0,23,23,23,2018-10-12 10:07:38.572002,2018-10-12 10:07:42.675237,0:00:04.103235,1,left,1,0.71751335179124,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
25,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(26)-lvm(17)_final(6).mov,resources/videos_natural\training(25).mov,True,True,left,0,24,24,24,2018-10-12 10:07:44.510342,2018-10-12 10:07:48.597576,0:00:04.087234,1,right,0,0.5172712682219753,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
26,resources/videos_generated\model(dmp)-dataset(walking)-npsi(50)_final(3).mov,resources/videos_natural\training(37).mov,True,False,right,0,25,25,25,2018-10-12 10:07:50.231669,2018-10-12 10:07:54.285901,0:00:04.054232,1,right,1,0.38391026704766773,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
27,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(26)-lvm(27)_final(0).mov,resources/videos_natural\training(30).mov,True,False,right,0,26,26,26,2018-10-12 10:07:55.786987,2018-10-12 10:07:59.707211,0:00:03.920224,1,right,1,0.5507521667200308,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
28,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(23)-lvm(18)_final(2).mov,resources/videos_natural\training(43).mov,False,False,right,0,27,27,27,2018-10-12 10:08:01.375307,2018-10-12 10:08:05.278530,0:00:03.903223,1,right,1,1.067854777566481,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
29,resources/videos_generated\model(tmp)-dataset(walking)-numprim(11)_final(1).mov,resources/videos_natural\training(21).mov,True,False,right,0,28,28,28,2018-10-12 10:08:07.463655,2018-10-12 10:08:11.566889,0:00:04.103234,1,right,1,0.4840659438291368,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
30,resources/videos_generated\model(tmp)-dataset(walking)-numprim(14)_final(1).mov,resources/videos_natural\training(26).mov,True,True,left,0,29,29,29,2018-10-12 10:08:13.167981,2018-10-12 10:08:17.105206,0:00:03.937225,1,left,1,0.6007247448378621,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
31,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(22)-lvm(22)_final(3).mov,resources/videos_natural\training(42).mov,True,True,left,0,30,30,30,2018-10-12 10:08:18.823305,2018-10-12 10:08:22.926539,0:00:04.103234,1,right,0,0.56734473959159,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
32,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(24)-lvm(25)_final(5).mov,resources/videos_natural\training(11).mov,True,True,left,0,31,31,31,2018-10-12 10:08:24.611636,2018-10-12 10:08:28.548861,0:00:03.937225,1,right,0,0.5339825036039656,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
33,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(23)-lvm(28)_final(9).mov,resources/videos_natural\training(22).mov,False,False,right,0,32,32,32,2018-10-12 10:08:30.199955,2018-10-12 10:08:34.270188,0:00:04.070233,1,left,0,0.8175898198405775,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
34,resources/videos_generated\model(dmp)-dataset(walking)-npsi(100)_final(5).mov,resources/videos_natural\training(35).mov,True,True,left,0,33,33,33,2018-10-12 10:08:36.205299,2018-10-12 10:08:40.308533,0:00:04.103234,1,left,1,0.4838620491086658,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
35,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(23)-lvm(28)_final(5).mov,resources/videos_natural\training(30).mov,True,False,right,0,34,34,34,2018-10-12 10:08:41.909625,2018-10-12 10:08:45.979858,0:00:04.070233,1,left,0,0.9511209842603421,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
36,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(22)-lvm(23)_final(0).mov,resources/videos_natural\training(13).mov,False,False,right,0,35,35,35,2018-10-12 10:08:48.048976,2018-10-12 10:08:52.152211,0:00:04.103235,1,right,1,0.3839382762189416,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
37,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(25)-lvm(20)_final(6).mov,resources/videos_natural\training(21).mov,True,False,right,0,36,36,36,2018-10-12 10:08:53.653297,2018-10-12 10:08:57.656526,0:00:04.003229,1,right,1,0.4672989912783123,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
38,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(22)-lvm(21)_final(8).mov,resources/videos_natural\training(42).mov,False,False,right,0,37,37,37,2018-10-12 10:08:59.241616,2018-10-12 10:09:03.161841,0:00:03.920225,1,left,0,1.084520836865977,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
39,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(24)-lvm(27)_final(9).mov,resources/videos_natural\training(16).mov,True,False,right,0,38,38,38,2018-10-12 10:09:05.363966,2018-10-12 10:09:09.500203,0:00:04.136237,1,right,1,0.800980381231966,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
40,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(25)-lvm(24)_final(8).mov,resources/videos_natural\training(27).mov,False,True,left,0,39,39,39,2018-10-12 10:09:11.418313,2018-10-12 10:09:15.505547,0:00:04.087234,1,left,1,0.43394789872490946,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
41,resources/videos_generated\model(dmp)-dataset(walking)-npsi(90)_final(5).mov,resources/videos_natural\training(12).mov,True,True,left,0,40,40,40,2018-10-12 10:09:17.056635,2018-10-12 10:09:21.143869,0:00:04.087234,1,left,1,0.5841460259653104,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
42,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(27)-lvm(18)_final(0).mov,resources/videos_natural\training(14).mov,True,True,left,0,41,41,41,2018-10-12 10:09:22.844966,2018-10-12 10:09:26.949201,0:00:04.104235,1,left,1,0.567574535265976,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
43,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(22)-lvm(23)_final(3)_fail.mov,resources/videos_natural\training(2).mov,False,False,right,0,42,42,42,2018-10-12 10:09:28.633297,2018-10-12 10:09:32.720531,0:00:04.087234,1,right,1,0.5340150303836708,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
44,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(25)-lvm(22)_final(8).mov,resources/videos_natural\training(25).mov,False,False,right,0,43,43,43,2018-10-12 10:09:34.371626,2018-10-12 10:09:38.308851,0:00:03.937225,1,right,1,0.5506307936443591,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
45,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(28)-lvm(19)_final(0).mov,resources/videos_natural\training(20).mov,False,False,right,0,44,44,44,2018-10-12 10:09:39.976946,2018-10-12 10:09:43.947173,0:00:03.970227,1,right,1,0.41728515233853614,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
46,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(25)-lvm(20)_final(0).mov,resources/videos_natural\training(47).mov,True,False,right,0,45,45,45,2018-10-12 10:10:19.427203,2018-10-12 10:10:23.414431,0:00:03.987228,2,right,1,0.46732910866649036,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
47,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(23)-lvm(28)_final(1).mov,resources/videos_natural\training(33).mov,False,True,left,0,46,46,46,2018-10-12 10:10:24.999521,2018-10-12 10:10:29.035752,0:00:04.036231,2,right,0,0.7175579255263074,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
48,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(27)-lvm(26)_final(2).mov,resources/videos_natural\training(47).mov,False,True,left,0,47,47,47,2018-10-12 10:10:30.870857,2018-10-12 10:10:34.958091,0:00:04.087234,2,left,1,0.4841496701696997,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
49,resources/videos_generated\model(dmp)-dataset(walking)-npsi(70)_final(5).mov,resources/videos_natural\training(12).mov,False,False,right,0,48,48,48,2018-10-12 10:10:36.559183,2018-10-12 10:10:40.479407,0:00:03.920224,2,left,0,0.5339882259077058,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
50,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(28)-lvm(19)_final(2).mov,resources/videos_natural\training(9).mov,False,True,left,0,49,49,49,2018-10-12 10:10:42.130501,2018-10-12 10:10:46.217735,0:00:04.087234,2,right,0,0.5506886190300975,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
51,resources/videos_generated\model(tmp)-dataset(walking)-numprim(13)_final(9).mov,resources/videos_natural\training(22).mov,False,True,left,0,50,50,50,2018-10-12 10:10:47.885830,2018-10-12 10:10:51.806055,0:00:03.920225,2,right,0,1.017754501721356,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
52,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(22)-lvm(23)_final(2).mov,resources/videos_natural\training(14).mov,True,False,right,0,51,51,51,2018-10-12 10:10:53.941177,2018-10-12 10:10:58.044411,0:00:04.103234,2,right,1,0.4004362804903394,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
53,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(28)-lvm(23)_final(0).mov,resources/videos_natural\training(22).mov,True,False,right,0,52,52,52,2018-10-12 10:10:59.562498,2018-10-12 10:11:03.548726,0:00:03.986228,2,right,1,0.3839186999166486,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
54,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(25)-lvm(26)_final(1).mov,resources/videos_natural\training(18).mov,True,False,right,0,53,53,53,2018-10-12 10:11:05.050812,2018-10-12 10:11:09.121045,0:00:04.070233,2,right,1,0.550738312721478,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
55,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(27)-lvm(18)_final(2).mov,resources/videos_natural\training(6).mov,True,False,right,0,54,54,54,2018-10-12 10:11:10.789140,2018-10-12 10:11:14.892375,0:00:04.103235,2,left,0,0.5173676438653274,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
56,resources/videos_generated\model(dmp)-dataset(walking)-npsi(90)_final(3).mov,resources/videos_natural\training(12).mov,False,False,right,0,55,55,55,2018-10-12 10:11:16.526469,2018-10-12 10:11:20.446693,0:00:03.920224,2,left,0,0.4004974187892003,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
57,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(22)-lvm(21)_final(4).mov,resources/videos_natural\training(40).mov,False,True,left,0,56,56,56,2018-10-12 10:11:21.964780,2018-10-12 10:11:25.885004,0:00:03.920224,2,left,1,0.3172755448913449,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
58,resources/videos_generated\model(dmp)-dataset(walking)-npsi(100)_final(3).mov,resources/videos_natural\training(11).mov,False,False,right,0,57,57,57,2018-10-12 10:11:27.320086,2018-10-12 10:11:31.423321,0:00:04.103235,2,left,0,0.45055884320345285,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
59,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(27)-lvm(22)_final(4).mov,resources/videos_natural\training(29).mov,False,False,right,0,58,58,58,2018-10-12 10:11:32.991410,2018-10-12 10:11:37.078644,0:00:04.087234,2,left,0,0.884272127470922,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
60,resources/videos_generated\model(tmp)-dataset(walking)-numprim(15)_final(1).mov,resources/videos_natural\training(24).mov,True,False,right,0,59,59,59,2018-10-12 10:11:39.079759,2018-10-12 10:11:42.982982,0:00:03.903223,2,right,1,0.4508085163543001,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
61,resources/videos_generated\model(dmp)-dataset(walking)-npsi(80)_final(9).mov,resources/videos_natural\training(38).mov,True,True,left,0,60,60,60,2018-10-12 10:11:44.551071,2018-10-12 10:11:48.571301,0:00:04.020230,2,right,0,0.3837169134130818,34,f,2,16,2018_Oct_12_1004,MP_PerceptionTuring2,59.97769131276919,
