n_trial,mov_file_generated,mov_file_natural,mirrored,switch_stim_pos,correct_answer,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_onset,stimulus_off,stimulus_length,block,response.keys,response.corr,response.rt,age,gender,condition,participant,date,expName,frameRate,
1,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(26)-lvm(25)_final(9).mov,resources/videos_natural\training(43).mov,False,True,left,0,0,0,0,2018-10-12 16:02:34.226648,2018-10-12 16:02:38.696904,0:00:04.470256,1,left,1,0.534080385117079,21,f,1,15,2018_Oct_12_1602,MP_PerceptionTuring2,59.92475883663248,
2,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(24)-lvm(17)_final(3).mov,resources/videos_natural\training(19).mov,True,True,left,0,1,1,1,2018-10-12 16:02:40.347998,2018-10-12 16:02:44.218219,0:00:03.870221,1,left,1,0.43398946072107947,21,f,1,15,2018_Oct_12_1602,MP_PerceptionTuring2,59.92475883663248,
3,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(23)-lvm(26)_final(1)_hip-corrected.mov,resources/videos_natural\training(41).mov,True,False,right,0,2,2,2,2018-10-12 16:02:45.769308,2018-10-12 16:02:49.689532,0:00:03.920224,1,right,1,0.40063595877654734,21,f,1,15,2018_Oct_12_1602,MP_PerceptionTuring2,59.92475883663248,
4,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(26)-lvm(22)_final(7).mov,resources/videos_natural\training(32).mov,True,True,left,0,3,3,3,2018-10-12 16:02:51.207619,2018-10-12 16:02:55.144844,0:00:03.937225,1,left,1,0.3339476276683513,21,f,1,15,2018_Oct_12_1602,MP_PerceptionTuring2,59.92475883663248,
5,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(23)-lvm(24)_final(3).mov,resources/videos_natural\training(33).mov,False,True,left,0,4,4,4,2018-10-12 16:02:56.595927,2018-10-12 16:03:00.699162,0:00:04.103235,1,left,1,0.3337449376434165,21,f,1,15,2018_Oct_12_1602,MP_PerceptionTuring2,59.92475883663248,
6,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(27)-lvm(24)_final(1).mov,resources/videos_natural\training(2).mov,False,False,right,0,5,5,5,2018-10-12 16:03:02.150245,2018-10-12 16:03:06.070469,0:00:03.920224,1,right,1,0.3839054482656934,21,f,1,15,2018_Oct_12_1602,MP_PerceptionTuring2,59.92475883663248,
7,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(22)-lvm(27)_final(2)_hip-corrected.mov,resources/videos_natural\training(32).mov,True,True,left,0,6,6,6,2018-10-12 16:03:07.571555,2018-10-12 16:03:11.458778,0:00:03.887223,1,left,1,0.4673251934063387,21,f,1,15,2018_Oct_12_1602,MP_PerceptionTuring2,59.92475883663248,
8,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(22)-lvm(23)_final(5).mov,resources/videos_natural\training(45).mov,False,True,left,0,7,7,7,2018-10-12 16:03:13.042868,2018-10-12 16:03:16.963092,0:00:03.920224,1,left,1,0.5339692519533514,21,f,1,15,2018_Oct_12_1602,MP_PerceptionTuring2,59.92475883663248,
9,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(24)-lvm(27)_final(8).mov,resources/videos_natural\training(44).mov,False,False,right,0,8,8,8,2018-10-12 16:03:18.614187,2018-10-12 16:03:22.651418,0:00:04.037231,1,right,1,0.6174594717831496,21,f,1,15,2018_Oct_12_1602,MP_PerceptionTuring2,59.92475883663248,
10,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(24)-lvm(17)_final(7).mov,resources/videos_natural\training(47).mov,False,True,left,0,9,9,9,2018-10-12 16:03:24.386517,2018-10-12 16:03:28.472751,0:00:04.086234,1,left,1,0.40061367190901365,21,f,1,15,2018_Oct_12_1602,MP_PerceptionTuring2,59.92475883663248,
