n_trial,mov_file_generated,mov_file_natural,mirrored,switch_stim_pos,correct_answer,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_onset,stimulus_off,stimulus_length,block,response.keys,response.corr,response.rt,age,gender,condition,participant,date,expName,frameRate,
1,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(23)-lvm(26)_final(2).mov,resources/videos_natural\training(40).mov,True,True,left,0,0,0,0,2018-12-10 16:33:41.716929,2018-12-10 16:33:45.854165,0:00:04.137236,1,right,0,15.913694666618085,22,f,2,23,2018_Dec_10_1633,MP_PerceptionTuring2,59.9576187785275,
2,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(24)-lvm(21)_final(0).mov,resources/videos_natural\training(2).mov,True,True,left,0,1,1,1,2018-12-10 16:34:02.885139,2018-12-10 16:34:07.005375,0:00:04.120236,1,left,1,0.3171240028536886,22,f,2,23,2018_Dec_10_1633,MP_PerceptionTuring2,59.9576187785275,
3,resources/videos_generated\model(dmp)-dataset(walking)-npsi(60)_final(3).mov,resources/videos_natural\training(42).mov,True,True,left,0,2,2,2,2018-12-10 16:34:08.439457,2018-12-10 16:34:12.526691,0:00:04.087234,1,right,0,0.3005712347885492,22,f,2,23,2018_Dec_10_1633,MP_PerceptionTuring2,59.9576187785275,
4,resources/videos_generated\model(tmp)-dataset(walking)-numprim(11)_final(3).mov,resources/videos_natural\training(10).mov,True,True,left,0,3,3,3,2018-12-10 16:34:13.944772,2018-12-10 16:34:17.897998,0:00:03.953226,1,left,1,0.31734054622529584,22,f,2,23,2018_Dec_10_1633,MP_PerceptionTuring2,59.9576187785275,
5,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(25)-lvm(23)_final(2).mov,resources/videos_natural\training(1).mov,False,False,right,0,4,4,4,2018-12-10 16:34:19.332080,2018-12-10 16:34:23.402313,0:00:04.070233,1,right,1,0.2837937916806368,22,f,2,23,2018_Dec_10_1633,MP_PerceptionTuring2,59.9576187785275,
6,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(28)-lvm(19)_final(2).mov,resources/videos_natural\training(44).mov,False,False,right,0,5,5,5,2018-12-10 16:34:24.803393,2018-12-10 16:34:28.857625,0:00:04.054232,1,right,1,0.26715850221853543,22,f,2,23,2018_Dec_10_1633,MP_PerceptionTuring2,59.9576187785275,
7,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(23)-lvm(26)_final(0).mov,resources/videos_natural\training(17).mov,True,False,right,0,6,6,6,2018-12-10 16:34:30.241704,2018-12-10 16:34:34.378941,0:00:04.137237,1,left,0,0.28378897291304384,22,f,2,23,2018_Dec_10_1633,MP_PerceptionTuring2,59.9576187785275,
8,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(27)-lvm(18)_final(0).mov,resources/videos_natural\training(7).mov,True,False,right,0,7,7,7,2018-12-10 16:34:35.780021,2018-12-10 16:34:39.767249,0:00:03.987228,1,left,0,0.23382317110417716,22,f,2,23,2018_Dec_10_1633,MP_PerceptionTuring2,59.9576187785275,
9,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(24)-lvm(21)_final(4).mov,resources/videos_natural\training(33).mov,False,False,right,0,8,8,8,2018-12-10 16:34:41.118326,2018-12-10 16:34:45.171558,0:00:04.053232,1,right,1,0.20064294407438865,22,f,2,23,2018_Dec_10_1633,MP_PerceptionTuring2,59.9576187785275,
10,resources/videos_generated\model(tmp)-dataset(walking)-numprim(14)_final(7).mov,resources/videos_natural\training(3).mov,False,False,right,0,9,9,9,2018-12-10 16:34:46.489633,2018-12-10 16:34:50.442860,0:00:03.953227,1,left,0,0.2504774344638463,22,f,2,23,2018_Dec_10_1633,MP_PerceptionTuring2,59.9576187785275,
