n_trial,mov_file_generated,mov_file_natural,mirrored,switch_stim_pos,correct_answer,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_onset,stimulus_off,stimulus_length,block,response.keys,response.corr,response.rt,age,gender,condition,participant,date,expName,frameRate
75,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(23)-lvm(22)_final(9).mov,resources/videos_natural\training(17).mov,True,False,right,0,74,74,74,2018-09-10 17:07:16.678220,2018-09-10 17:07:20.615446,0:00:03.937226,2,right,1,0.5842231913211435,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
76,resources/videos_generated\model(dmp)-dataset(walking)-npsi(80)_final(2).mov,resources/videos_natural\training(12).mov,True,False,right,0,75,75,75,2018-09-10 17:07:22.316543,2018-09-10 17:07:26.336773,0:00:04.020230,2,right,1,0.4505415042858658,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
77,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(26)-lvm(22)_final(0).mov,resources/videos_natural\training(45).mov,False,False,right,0,76,76,76,2018-09-10 17:07:27.904863,2018-09-10 17:07:31.858089,0:00:03.953226,2,right,1,0.3672308591185356,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
78,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(27)-lvm(26)_final(5).mov,resources/videos_natural\training(9).mov,True,False,right,0,77,77,77,2018-09-10 17:07:33.343174,2018-09-10 17:07:37.279399,0:00:03.936225,2,right,1,0.5007896686520326,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
79,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(25)-lvm(22)_final(2).mov,resources/videos_natural\training(26).mov,False,True,left,0,78,78,78,2018-09-10 17:07:38.897491,2018-09-10 17:07:42.784714,0:00:03.887223,2,right,0,0.4339653895031006,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
80,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(23)-lvm(26)_final(1)_hip-corrected.mov,resources/videos_natural\training(24).mov,True,True,left,0,79,79,79,2018-09-10 17:07:44.335802,2018-09-10 17:07:48.439037,0:00:04.103235,2,right,0,0.40060414771869546,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
81,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(22)-lvm(23)_final(8).mov,resources/videos_natural\training(19).mov,True,False,right,0,80,80,80,2018-09-10 17:07:49.957124,2018-09-10 17:07:53.877348,0:00:03.920224,2,right,1,0.4337599913269514,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
82,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(25)-lvm(22)_final(0).mov,resources/videos_natural\training(15).mov,False,False,right,0,81,81,81,2018-09-10 17:07:55.428437,2018-09-10 17:07:59.331660,0:00:03.903223,2,right,1,0.4339449099206831,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
83,resources/videos_generated\model(dmp)-dataset(walking)-npsi(60)_final(4).mov,resources/videos_natural\training(39).mov,True,False,right,0,82,82,82,2018-09-10 17:08:00.882749,2018-09-10 17:08:04.786972,0:00:03.904223,2,right,1,0.8675802167226719,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
84,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(24)-lvm(27)_final(4).mov,resources/videos_natural\training(43).mov,False,True,left,0,83,83,83,2018-09-10 17:08:06.772086,2018-09-10 17:08:10.675309,0:00:03.903223,2,left,1,0.4005412031146989,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
85,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(25)-lvm(20)_final(7).mov,resources/videos_natural\training(8).mov,False,False,right,0,84,84,84,2018-09-10 17:08:12.193396,2018-09-10 17:08:16.129621,0:00:03.936225,2,left,0,0.5005981243111819,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
86,resources/videos_generated\model(dmp)-dataset(walking)-npsi(90)_final(4).mov,resources/videos_natural\training(36).mov,False,False,right,0,85,85,85,2018-09-10 17:08:17.747713,2018-09-10 17:08:21.650937,0:00:03.903224,2,left,0,0.4838178160325697,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
87,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(24)-lvm(17)_final(5).mov,resources/videos_natural\training(41).mov,False,True,left,0,86,86,86,2018-09-10 17:08:23.252028,2018-09-10 17:08:27.156252,0:00:03.904224,2,right,0,0.3672025491059685,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
88,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(23)-lvm(22)_final(7).mov,resources/videos_natural\training(24).mov,True,False,right,0,87,87,87,2018-09-10 17:08:28.640336,2018-09-10 17:08:32.560561,0:00:03.920225,2,right,1,0.38390846830770897,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
89,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(28)-lvm(25)_final(7).mov,resources/videos_natural\training(9).mov,True,True,left,0,88,88,88,2018-09-10 17:08:34.061646,2018-09-10 17:08:37.998872,0:00:03.937226,2,left,1,0.4840039393084226,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
90,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(25)-lvm(18)_final(7).mov,resources/videos_natural\training(2).mov,False,True,left,0,89,89,89,2018-09-10 17:08:39.599963,2018-09-10 17:08:43.537188,0:00:03.937225,2,left,1,0.3846418181055924,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
91,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(28)-lvm(23)_final(3).mov,resources/videos_natural\training(24).mov,False,False,right,0,90,90,90,2018-09-10 17:08:45.038274,2018-09-10 17:08:48.958499,0:00:03.920225,3,left,0,0.4170868996916397,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
92,resources/videos_generated\model(tmp)-dataset(walking)-numprim(13)_final(6).mov,resources/videos_natural\training(6).mov,False,True,left,0,91,91,91,2018-09-10 17:08:50.492586,2018-09-10 17:08:54.412811,0:00:03.920225,3,left,1,0.5173100669207997,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
93,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(24)-lvm(17)_final(9).mov,resources/videos_natural\training(47).mov,True,False,right,0,92,92,92,2018-09-10 17:08:56.047904,2018-09-10 17:08:59.984129,0:00:03.936225,3,right,1,0.450677633282794,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
94,resources/videos_generated\model(tmp)-dataset(walking)-numprim(15)_final(0).mov,resources/videos_natural\training(42).mov,True,True,left,0,93,93,93,2018-09-10 17:09:01.552219,2018-09-10 17:09:05.455442,0:00:03.903223,3,left,1,0.4505369867301852,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
95,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(26)-lvm(19)_final(5).mov,resources/videos_natural\training(45).mov,True,True,left,0,94,94,94,2018-09-10 17:09:07.023532,2018-09-10 17:09:10.960757,0:00:03.937225,3,left,1,0.4340250212326282,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
96,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(25)-lvm(23)_final(7).mov,resources/videos_natural\training(24).mov,True,False,right,0,95,95,95,2018-09-10 17:09:12.511846,2018-09-10 17:09:16.465072,0:00:03.953226,3,right,1,0.3338298628468692,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
97,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(28)-lvm(19)_final(7).mov,resources/videos_natural\training(47).mov,True,False,right,0,96,96,96,2018-09-10 17:09:17.916155,2018-09-10 17:09:21.819378,0:00:03.903223,3,right,1,0.3172540492359985,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
98,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(22)-lvm(23)_final(4)_fail.mov,resources/videos_natural\training(6).mov,False,False,right,0,97,97,97,2018-09-10 17:09:23.254460,2018-09-10 17:09:27.190685,0:00:03.936225,3,right,1,0.30063245773089875,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
99,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(28)-lvm(27)_final(9).mov,resources/videos_natural\training(5).mov,False,False,right,0,98,98,98,2018-09-10 17:09:28.608766,2018-09-10 17:09:32.545992,0:00:03.937226,3,right,1,0.33389310862003185,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
100,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(25)-lvm(28)_final(6).mov,resources/videos_natural\training(46).mov,False,False,right,0,99,99,99,2018-09-10 17:09:33.997075,2018-09-10 17:09:37.934300,0:00:03.937225,3,right,1,0.3172064643194972,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
101,resources/videos_generated\model(tmp)-dataset(walking)-numprim(14)_final(8).mov,resources/videos_natural\training(26).mov,False,True,left,0,100,100,100,2018-09-10 17:10:44.057082,2018-09-10 17:10:47.961305,0:00:03.904223,3,left,1,0.36725555508655816,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
102,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(25)-lvm(24)_final(7).mov,resources/videos_natural\training(15).mov,False,True,left,0,101,101,101,2018-09-10 17:10:49.445390,2018-09-10 17:10:53.382615,0:00:03.937225,3,left,1,0.4839702082290387,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
103,resources/videos_generated\model(dmp)-dataset(walking)-npsi(100)_final(4).mov,resources/videos_natural\training(12).mov,True,True,left,0,102,102,102,2018-09-10 17:10:54.983707,2018-09-10 17:10:58.869929,0:00:03.886222,3,left,1,0.8008797185866571,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
104,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(23)-lvm(24)_final(9).mov,resources/videos_natural\training(44).mov,False,False,right,0,103,103,103,2018-09-10 17:11:00.789039,2018-09-10 17:11:04.692262,0:00:03.903223,3,right,1,0.41726037381249625,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
105,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(22)-lvm(17)_final(5).mov,resources/videos_natural\training(15).mov,False,False,right,0,104,104,104,2018-09-10 17:11:06.226350,2018-09-10 17:11:10.130573,0:00:03.904223,3,right,1,0.517315487986707,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
106,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(23)-lvm(20)_final(9).mov,resources/videos_natural\training(36).mov,True,False,right,0,105,105,105,2018-09-10 17:11:11.764667,2018-09-10 17:11:15.667890,0:00:03.903223,3,right,1,0.4506201097465237,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
107,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(28)-lvm(19)_final(1).mov,resources/videos_natural\training(47).mov,False,False,right,0,106,106,106,2018-09-10 17:11:17.235980,2018-09-10 17:11:21.173205,0:00:03.937225,3,left,0,0.7007393732046694,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
108,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(23)-lvm(24)_final(1).mov,resources/videos_natural\training(12).mov,True,False,right,0,107,107,107,2018-09-10 17:11:22.991309,2018-09-10 17:11:26.911533,0:00:03.920224,3,right,1,0.9343418524385924,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
109,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(24)-lvm(27)_final(6).mov,resources/videos_natural\training(11).mov,True,False,right,0,108,108,108,2018-09-10 17:11:28.962650,2018-09-10 17:11:32.916876,0:00:03.954226,3,right,1,0.4505210247016294,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
110,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(23)-lvm(22)_final(5).mov,resources/videos_natural\training(44).mov,True,True,left,0,109,109,109,2018-09-10 17:11:34.483966,2018-09-10 17:11:38.421191,0:00:03.937225,3,left,1,0.35054722652239434,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
111,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(25)-lvm(22)_final(7).mov,resources/videos_natural\training(14).mov,True,True,left,0,110,110,110,2018-09-10 17:11:39.889275,2018-09-10 17:11:43.825500,0:00:03.936225,3,right,0,1.117919936875296,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
112,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(25)-lvm(28)_final(0).mov,resources/videos_natural\training(19).mov,True,True,left,0,111,111,111,2018-09-10 17:11:46.060628,2018-09-10 17:11:49.964852,0:00:03.904224,3,left,1,0.3838783512728696,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
113,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(26)-lvm(23)_final(3).mov,resources/videos_natural\training(28).mov,True,True,left,0,112,112,112,2018-09-10 17:11:51.465937,2018-09-10 17:11:55.369161,0:00:03.903224,3,left,1,0.3338858805309428,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
114,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(25)-lvm(24)_final(9).mov,resources/videos_natural\training(40).mov,True,True,left,0,113,113,113,2018-09-10 17:11:56.820244,2018-09-10 17:12:00.723467,0:00:03.903223,3,left,1,0.36751034520148096,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
115,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(22)-lvm(17)_final(9).mov,resources/videos_natural\training(24).mov,False,False,right,0,114,114,114,2018-09-10 17:12:02.208552,2018-09-10 17:12:06.144777,0:00:03.936225,3,left,0,0.383880760635293,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
116,resources/videos_generated\model(tmp)-dataset(walking)-numprim(11)_final(6).mov,resources/videos_natural\training(2).mov,False,False,right,0,115,115,115,2018-09-10 17:12:07.646863,2018-09-10 17:12:11.550086,0:00:03.903223,3,right,1,0.6841060360566189,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
117,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(27)-lvm(20)_final(7).mov,resources/videos_natural\training(23).mov,False,True,left,0,116,116,116,2018-09-10 17:12:13.351189,2018-09-10 17:12:17.238411,0:00:03.887222,3,right,0,1.6182542359611034,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
118,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(23)-lvm(22)_final(1).mov,resources/videos_natural\training(48).mov,False,False,right,0,117,117,117,2018-09-10 17:12:19.973568,2018-09-10 17:12:24.093804,0:00:04.120236,3,right,1,0.33406537805967673,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
119,resources/videos_generated\model(tmp)-dataset(walking)-numprim(12)_final(2).mov,resources/videos_natural\training(30).mov,False,False,right,0,118,118,118,2018-09-10 17:12:25.544887,2018-09-10 17:12:29.482112,0:00:03.937225,3,right,1,0.45056710376593395,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
120,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(24)-lvm(19)_final(1).mov,resources/videos_natural\training(26).mov,True,True,left,0,119,119,119,2018-09-10 17:12:31.050201,2018-09-10 17:12:35.003428,0:00:03.953227,3,left,1,0.3672591691320122,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
121,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(22)-lvm(23)_final(7).mov,resources/videos_natural\training(36).mov,False,True,left,0,120,120,120,2018-09-10 17:12:36.488513,2018-09-10 17:12:40.407737,0:00:03.919224,3,left,1,0.3670817797965356,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
122,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(24)-lvm(25)_final(0).mov,resources/videos_natural\training(41).mov,False,False,right,0,121,121,121,2018-09-10 17:12:41.892822,2018-09-10 17:12:45.796045,0:00:03.903223,3,right,1,0.3671748414335525,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
123,resources/videos_generated\model(dmp)-dataset(walking)-npsi(70)_final(8).mov,resources/videos_natural\training(21).mov,False,True,left,0,122,122,122,2018-09-10 17:12:47.280130,2018-09-10 17:12:51.200354,0:00:03.920224,3,right,0,0.3168652383164954,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
124,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(28)-lvm(17)_final(3).mov,resources/videos_natural\training(45).mov,False,True,left,0,123,123,123,2018-09-10 17:12:52.636436,2018-09-10 17:12:56.571661,0:00:03.935225,3,right,0,1.1179027701646191,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
125,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(22)-lvm(27)_final(6)_fail.mov,resources/videos_natural\training(13).mov,True,False,right,0,124,124,124,2018-09-10 17:12:58.806789,2018-09-10 17:13:02.727013,0:00:03.920224,3,right,1,0.4172766370111276,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
126,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(28)-lvm(23)_final(5).mov,resources/videos_natural\training(16).mov,False,False,right,0,125,125,125,2018-09-10 17:13:04.262101,2018-09-10 17:13:08.148323,0:00:03.886222,3,right,1,0.4173049470246042,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
127,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(28)-lvm(23)_final(7).mov,resources/videos_natural\training(25).mov,False,False,right,0,126,126,126,2018-09-10 17:13:09.683411,2018-09-10 17:13:13.586634,0:00:03.903223,3,right,1,0.450684560200898,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
128,resources/videos_generated\model(dmp)-dataset(walking)-npsi(80)_final(0).mov,resources/videos_natural\training(38).mov,True,False,right,0,127,127,127,2018-09-10 17:13:15.154724,2018-09-10 17:13:19.074948,0:00:03.920224,3,right,1,0.6008417711227594,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
129,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(24)-lvm(27)_final(8).mov,resources/videos_natural\training(40).mov,False,False,right,0,128,128,128,2018-09-10 17:13:20.793047,2018-09-10 17:13:24.729272,0:00:03.936225,3,right,1,0.3171061745952102,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
130,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(25)-lvm(26)_final(4)_fail.mov,resources/videos_natural\training(7).mov,False,True,left,0,129,129,129,2018-09-10 17:13:26.164354,2018-09-10 17:13:30.100579,0:00:03.936225,3,left,1,0.3672124877275565,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
131,resources/videos_generated\model(dmp)-dataset(walking)-npsi(70)_final(0).mov,resources/videos_natural\training(10).mov,True,False,right,0,130,130,130,2018-09-10 17:13:31.585664,2018-09-10 17:13:35.488887,0:00:03.903223,3,right,1,0.4341611502295564,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
132,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(28)-lvm(27)_final(7).mov,resources/videos_natural\training(38).mov,False,False,right,0,131,131,131,2018-09-10 17:13:37.039976,2018-09-10 17:13:40.960200,0:00:03.920224,3,right,1,0.4672483269987424,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
133,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(23)-lvm(20)_final(3).mov,resources/videos_natural\training(43).mov,True,True,left,0,132,132,132,2018-09-10 17:13:42.545291,2018-09-10 17:13:46.465515,0:00:03.920224,3,left,1,0.3671152097049344,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
134,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(25)-lvm(24)_final(1).mov,resources/videos_natural\training(3).mov,True,False,right,0,133,133,133,2018-09-10 17:13:47.949600,2018-09-10 17:13:51.886825,0:00:03.937225,3,right,1,0.3671326775856869,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
135,resources/videos_generated\model(dmp)-dataset(walking)-npsi(50)_final(6).mov,resources/videos_natural\training(9).mov,True,True,left,0,134,134,134,2018-09-10 17:13:53.370910,2018-09-10 17:13:57.291134,0:00:03.920224,3,left,1,1.6350327372174434,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
136,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(23)-lvm(27)_final(2).mov,resources/videos_natural\training(31).mov,True,True,left,0,135,135,135,2018-09-10 17:14:00.043292,2018-09-10 17:14:03.946515,0:00:03.903223,4,left,1,0.7339738222735832,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
137,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(23)-lvm(24)_final(7).mov,resources/videos_natural\training(28).mov,True,True,left,0,136,136,136,2018-09-10 17:14:05.798621,2018-09-10 17:14:09.701844,0:00:03.903223,4,left,1,0.31717514260435564,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
138,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(27)-lvm(24)_final(1).mov,resources/videos_natural\training(27).mov,False,False,right,0,137,137,137,2018-09-10 17:14:11.135926,2018-09-10 17:14:15.056150,0:00:03.920224,4,right,1,0.36751034520148096,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
139,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(27)-lvm(26)_final(1).mov,resources/videos_natural\training(37).mov,True,False,right,0,138,138,138,2018-09-10 17:14:16.541235,2018-09-10 17:14:20.444458,0:00:03.903223,4,right,1,0.3505198200200539,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
140,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(24)-lvm(23)_final(8).mov,resources/videos_natural\training(16).mov,False,False,right,0,139,139,139,2018-09-10 17:14:21.912542,2018-09-10 17:14:25.848768,0:00:03.936226,4,right,1,0.5006978116962273,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
141,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(22)-lvm(19)_final(1).mov,resources/videos_natural\training(45).mov,False,True,left,0,140,140,140,2018-09-10 17:14:27.466860,2018-09-10 17:14:31.387084,0:00:03.920224,4,right,0,0.5340717026365382,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
142,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(26)-lvm(27)_final(1).mov,resources/videos_natural\training(31).mov,False,True,left,0,141,141,141,2018-09-10 17:14:33.038179,2018-09-10 17:14:36.942402,0:00:03.904223,4,right,0,0.6009637451134039,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
143,resources/videos_generated\model(dmp)-dataset(walking)-npsi(60)_final(0).mov,resources/videos_natural\training(1).mov,True,True,left,0,142,142,142,2018-09-10 17:14:38.660500,2018-09-10 17:14:42.579725,0:00:03.919225,4,right,0,0.4338699185027508,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
144,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(28)-lvm(25)_final(5).mov,resources/videos_natural\training(44).mov,True,False,right,0,143,143,143,2018-09-10 17:14:44.131813,2018-09-10 17:14:48.068038,0:00:03.936225,4,right,1,0.2838780501033398,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
145,resources/videos_generated\model(tmp)-dataset(walking)-numprim(11)_final(8).mov,resources/videos_natural\training(41).mov,False,True,left,0,144,144,144,2018-09-10 17:14:49.469119,2018-09-10 17:14:53.389343,0:00:03.920224,4,right,0,0.4340180943145242,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
146,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(25)-lvm(20)_final(5).mov,resources/videos_natural\training(8).mov,True,True,left,0,145,145,145,2018-09-10 17:14:54.941432,2018-09-10 17:14:58.844655,0:00:03.903223,4,left,1,0.2670579873383758,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
147,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(27)-lvm(24)_final(9).mov,resources/videos_natural\training(28).mov,True,True,left,0,146,146,146,2018-09-10 17:15:00.228734,2018-09-10 17:15:04.148958,0:00:03.920224,4,left,1,1.2680512471461045,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
148,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(26)-lvm(23)_final(9).mov,resources/videos_natural\training(34).mov,False,True,left,0,147,147,147,2018-09-10 17:15:06.534095,2018-09-10 17:15:10.454319,0:00:03.920224,4,left,1,0.5507053409555738,26,f,1,1,2018_Sep_10_1658,MP_PerceptionTuring2,59.96312328796935
