n_trial,mov_file_generated,mov_file_natural,mirrored,switch_stim_pos,correct_answer,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimulus_onset,stimulus_off,stimulus_length,block,response.keys,response.corr,response.rt,age,gender,condition,participant,date,expName,frameRate,
1,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(26)-lvm(27)_final(9).mov,resources/videos_natural\training(14).mov,False,True,left,0,0,0,0,2018-09-20 14:04:57.635230,2018-09-20 14:05:02.106485,0:00:04.471255,1,left,1,0.9177130328456542,24,f,1,8,2018_Sep_20_1404,MP_PerceptionTuring2,59.941581698958004,
2,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(28)-lvm(21)_final(5).mov,resources/videos_natural\training(30).mov,True,False,right,0,1,1,1,2018-09-20 14:05:04.141602,2018-09-20 14:05:08.044825,0:00:03.903223,1,right,1,0.5674802281666302,24,f,1,8,2018_Sep_20_1404,MP_PerceptionTuring2,59.941581698958004,
3,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(28)-lvm(27)_final(3).mov,resources/videos_natural\training(29).mov,False,False,right,0,2,2,2,2018-09-20 14:05:09.729921,2018-09-20 14:05:13.616144,0:00:03.886223,1,right,1,0.7342439720754896,24,f,1,8,2018_Sep_20_1404,MP_PerceptionTuring2,59.941581698958004,
4,resources/videos_generated\model(dmp)-dataset(walking)-npsi(90)_final(8).mov,resources/videos_natural\training(4).mov,True,False,right,0,3,3,3,2018-09-20 14:05:15.467250,2018-09-20 14:05:19.354472,0:00:03.887222,1,left,0,1.101244737048205,24,f,1,8,2018_Sep_20_1404,MP_PerceptionTuring2,59.941581698958004,
5,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(28)-lvm(17)_final(9).mov,resources/videos_natural\training(9).mov,True,False,right,0,4,4,4,2018-09-20 14:05:21.572599,2018-09-20 14:05:25.526825,0:00:03.954226,1,right,1,0.48401749197381605,24,f,1,8,2018_Sep_20_1404,MP_PerceptionTuring2,59.941581698958004,
6,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(27)-lvm(24)_final(1).mov,resources/videos_natural\training(39).mov,False,False,right,0,5,5,5,2018-09-20 14:05:27.127916,2018-09-20 14:05:31.065142,0:00:03.937226,1,right,1,0.5675440762803987,24,f,1,8,2018_Sep_20_1404,MP_PerceptionTuring2,59.941581698958004,
7,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(28)-lvm(23)_final(7).mov,resources/videos_natural\training(5).mov,True,False,right,0,6,6,6,2018-09-20 14:05:32.749238,2018-09-20 14:05:36.636460,0:00:03.887222,1,right,1,0.48420933748548123,24,f,1,8,2018_Sep_20_1404,MP_PerceptionTuring2,59.941581698958004,
8,resources/videos_generated\model(tmp)-dataset(walking)-numprim(12)_final(8).mov,resources/videos_natural\training(20).mov,True,True,left,0,7,7,7,2018-09-20 14:05:38.237552,2018-09-20 14:05:42.174777,0:00:03.937225,1,left,1,0.5674856492329354,24,f,1,8,2018_Sep_20_1404,MP_PerceptionTuring2,59.941581698958004,
9,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(25)-lvm(20)_final(3).mov,resources/videos_natural\training(43).mov,False,False,right,0,8,8,8,2018-09-20 14:05:43.858873,2018-09-20 14:05:47.779098,0:00:03.920225,1,right,1,0.46736698811582755,24,f,1,8,2018_Sep_20_1404,MP_PerceptionTuring2,59.941581698958004,
10,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(27)-lvm(22)_final(5).mov,resources/videos_natural\training(7).mov,True,True,left,0,9,9,9,2018-09-20 14:05:49.363188,2018-09-20 14:05:53.333415,0:00:03.970227,1,right,0,0.46713117173339924,24,f,1,8,2018_Sep_20_1404,MP_PerceptionTuring2,59.941581698958004,
11,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(25)-lvm(20)_final(9).mov,resources/videos_natural\training(30).mov,True,True,left,0,10,10,10,2018-09-20 14:05:54.918506,2018-09-20 14:05:58.838730,0:00:03.920224,1,left,1,0.31719562218785313,24,f,1,8,2018_Sep_20_1404,MP_PerceptionTuring2,59.941581698958004,
12,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(22)-lvm(25)_final(6).mov,resources/videos_natural\training(21).mov,False,True,left,0,11,11,11,2018-09-20 14:06:00.272812,2018-09-20 14:06:04.210037,0:00:03.937225,1,left,1,0.7342120480186054,24,f,1,8,2018_Sep_20_1404,MP_PerceptionTuring2,59.941581698958004,
13,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(24)-lvm(23)_final(2).mov,resources/videos_natural\training(48).mov,False,True,left,0,12,12,12,2018-09-20 14:06:06.061143,2018-09-20 14:06:09.981368,0:00:03.920225,1,left,1,0.550757443425141,24,f,1,8,2018_Sep_20_1404,MP_PerceptionTuring2,59.941581698958004,
14,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(26)-lvm(21)_final(9).mov,resources/videos_natural\training(5).mov,True,True,left,0,13,13,13,2018-09-20 14:06:11.649463,2018-09-20 14:06:15.586688,0:00:03.937225,1,left,1,0.4673730115227954,24,f,1,8,2018_Sep_20_1404,MP_PerceptionTuring2,59.941581698958004,
15,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(24)-lvm(23)_final(6)_fail.mov,resources/videos_natural\training(0).mov,False,True,left,0,14,14,14,2018-09-20 14:06:17.170779,2018-09-20 14:06:21.091003,0:00:03.920224,1,left,1,0.3172892861661012,24,f,1,8,2018_Sep_20_1404,MP_PerceptionTuring2,59.941581698958004,
16,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(22)-lvm(17)_final(3).mov,resources/videos_natural\training(19).mov,True,False,right,0,15,15,15,2018-09-20 14:06:22.526085,2018-09-20 14:06:26.579317,0:00:04.053232,1,left,0,0.6841912672646231,24,f,1,8,2018_Sep_20_1404,MP_PerceptionTuring2,59.941581698958004,
17,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(2)-dyn(23)-lvm(20)_final(7).mov,resources/videos_natural\training(8).mov,False,True,left,0,16,16,16,2018-09-20 14:06:28.380420,2018-09-20 14:06:32.484655,0:00:04.104235,1,left,1,0.36721248772732906,24,f,1,8,2018_Sep_20_1404,MP_PerceptionTuring2,59.941581698958004,
18,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(23)-lvm(24)_final(5).mov,resources/videos_natural\training(42).mov,True,True,left,0,17,17,17,2018-09-20 14:06:33.968740,2018-09-20 14:06:38.055973,0:00:04.087233,1,left,1,0.4006457092260689,24,f,1,8,2018_Sep_20_1404,MP_PerceptionTuring2,59.941581698958004,
19,resources/videos_generated\model(tmp)-dataset(walking)-numprim(15)_final(2).mov,resources/videos_natural\training(36).mov,False,True,left,0,18,18,18,2018-09-20 14:06:39.574060,2018-09-20 14:06:43.477283,0:00:03.903223,1,right,0,1.1512076930953299,24,f,1,8,2018_Sep_20_1404,MP_PerceptionTuring2,59.941581698958004,
20,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(25)-lvm(26)_final(6)_fail.mov,resources/videos_natural\training(28).mov,False,False,right,0,19,19,19,2018-09-20 14:06:45.745413,2018-09-20 14:06:49.849648,0:00:04.104235,1,right,1,0.5679355977327987,24,f,1,8,2018_Sep_20_1404,MP_PerceptionTuring2,59.941581698958004,
21,resources/videos_generated\model(vcgpdm)-dataset(walking)-mode(ELBO)-parts(1)-dyn(23)-lvm(26)_final(9).mov,resources/videos_natural\training(14).mov,True,True,left,0,20,20,20,2018-09-20 14:06:51.533744,2018-09-20 14:06:55.437968,0:00:03.904224,1,left,1,0.2838123949668443,24,f,1,8,2018_Sep_20_1404,MP_PerceptionTuring2,59.941581698958004,
22,resources/videos_generated\model(tmp)-dataset(walking)-numprim(11)_final(8).mov,resources/videos_natural\training(43).mov,True,True,left,0,21,21,21,2018-09-20 14:06:56.839048,2018-09-20 14:07:00.742271,0:00:03.903223,1,left,1,0.26751757328986514,24,f,1,8,2018_Sep_20_1404,MP_PerceptionTuring2,59.941581698958004,
