trial_number,right,flipped,correct,block,left,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,flipwelcome.keys,flipwelcome.corr,flipwelcome.rt,flippreparations.keys,flippreparations.rt,flipInstructions.keys,flipInstructions.rt,time_at_fixation_cross_onset,time_at_videoonset,time_at_videoend,participant_key_response,time_at_key_response,key_resp_4.keys,key_resp_4.rt,date,frameRate,expName,participant,
348,training(2).mov,True,right,2,vgpdm_dyn(15)-lvm(10)_final(9)_out_of_screen.mov,0,29,29,102,,,,,,,,12:13:33:862,12:13:34:422,12:13:37:424,right,12:13:37:942,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
349,training(32).mov,False,right,2,vcgpdm_dyn(25)-lvm(20)_final(7).mov,0,30,30,48,,,,,,,,12:13:38:700,12:13:39:458,12:13:42:444,left,12:13:42:811,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
350,training(25).mov,False,right,2,dmp_npsi(45)_final(0).mov,0,31,31,34,,,,,,,,12:13:43:562,12:13:44:313,12:13:47:315,right,12:13:47:732,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
351,tmp_numprim(2)_final(7).mov,True,left,2,training(32).mov,0,32,32,61,,,,,,,,12:13:48:487,12:13:49:250,12:13:52:221,left,12:13:52:638,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
352,training(21).mov,False,right,2,vgpdm_dyn(25)-lvm(5)_final(2).mov,0,33,33,59,,,,,,,,12:13:53:400,12:13:54:139,12:13:57:142,right,12:13:57:576,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
353,training(30).mov,False,right,2,vcgpdm_dyn(10)-lvm(25)_final(8).mov,0,34,34,124,,,,,,,,12:13:58:343,12:13:59:076,12:14:02:097,right,12:14:02:497,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
354,vcgpdm_dyn(25)-lvm(10)_final(5).mov,True,left,2,training(21).mov,0,35,35,108,,,,,,,,12:14:03:249,12:14:04:015,12:14:07:000,right,12:14:07:384,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
355,training(7).mov,True,right,2,vcgpdm_dyn(35)-lvm(15)_final(5)_out_of_screen.mov,0,36,36,37,,,,,,,,12:14:08:317,12:14:08:885,12:14:11:888,right,12:14:12:255,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
356,vgpdm_dyn(15)-lvm(5)_final(4).mov,False,left,2,training(15).mov,0,37,37,62,,,,,,,,12:14:13:028,12:14:13:756,12:14:16:758,left,12:14:17:159,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
357,training(31).mov,True,right,2,vcgpdm_dyn(10)-lvm(10)_final(6).mov,0,38,38,140,,,,,,,,12:14:18:813,12:14:18:813,12:14:21:663,right,12:14:22:147,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
358,tmp_numprim(10)_final(0).mov,False,left,2,training(48).mov,0,39,39,151,,,,,,,,12:14:22:918,12:14:23:648,12:14:26:651,right,12:14:27:218,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
359,vcgpdm_dyn(30)-lvm(30)_final(8).mov,True,left,2,training(30).mov,0,40,40,137,,,,,,,,12:14:27:969,12:14:28:719,12:14:31:720,left,12:14:32:087,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
360,training(26).mov,True,right,2,vcgpdm_dyn(25)-lvm(25)_final(6).mov,0,41,41,72,,,,,,,,12:14:32:854,12:14:33:588,12:14:36:591,right,12:14:37:242,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
361,vcgpdm_dyn(30)-lvm(25)_final(4).mov,True,left,2,training(41).mov,0,42,42,92,,,,,,,,12:14:38:003,12:14:38:743,12:14:41:730,left,12:14:42:198,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
362,training(24).mov,True,right,2,vcgpdm_dyn(15)-lvm(20)_final(2).mov,0,43,43,84,,,,,,,,12:14:42:962,12:14:43:699,12:14:46:701,left,12:14:47:152,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
363,training(40).mov,False,right,2,vgpdm_dyn(30)-lvm(25)_final(1).mov,0,44,44,139,,,,,,,,12:14:47:923,12:14:48:653,12:14:51:672,right,12:14:52:189,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
364,tmp_numprim(8)_final(8).mov,False,left,2,training(23).mov,0,45,45,81,,,,,,,,12:14:52:955,12:14:53:690,12:14:56:694,right,12:14:57:027,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
365,vcgpdm_dyn(30)-lvm(5)_final(6).mov,False,left,2,training(16).mov,0,46,46,13,,,,,,,,12:14:57:798,12:14:58:528,12:15:01:531,right,12:15:01:981,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
366,training(6).mov,False,right,2,vcgpdm_dyn(10)-lvm(30)_final(6).mov,0,47,47,107,,,,,,,,12:15:02:737,12:15:03:482,12:15:06:485,right,12:15:06:868,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
367,vcgpdm_dyn(30)-lvm(15)_final(0).mov,True,left,2,training(5).mov,0,48,48,131,,,,,,,,12:15:07:627,12:15:08:370,12:15:11:540,left,12:15:11:924,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
368,vcgpdm_dyn(25)-lvm(20)_final(3).mov,True,left,2,training(35).mov,0,49,49,89,,,,,,,,12:15:12:665,12:15:13:425,12:15:16:427,left,12:15:16:945,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
369,vgpdm_dyn(5)-lvm(30)_final(1).mov,True,left,2,training(39).mov,0,50,50,7,,,,,,,,12:15:18:429,12:15:18:445,12:15:21:446,left,12:15:21:963,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
370,vcgpdm_dyn(15)-lvm(15)_final(0).mov,False,left,2,training(41).mov,0,51,51,47,,,,,,,,12:15:22:901,12:15:23:464,12:15:26:467,left,12:15:26:917,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
371,training(3).mov,False,right,2,dmp_npsi(20)_final(2).mov,0,52,52,103,,,,,,,,12:15:27:678,12:15:28:418,12:15:31:407,right,12:15:31:841,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
372,tmp_numprim(9)_final(8).mov,False,left,2,training(1).mov,0,53,53,57,,,,,,,,12:15:32:599,12:15:33:342,12:15:36:361,left,12:15:36:878,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
373,vgpdm_dyn(25)-lvm(35)_final(4).mov,False,left,2,training(26).mov,0,54,54,25,,,,,,,,12:15:37:633,12:15:38:396,12:15:41:382,right,12:15:41:849,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
374,tmp_numprim(2)_final(3).mov,True,left,2,training(41).mov,0,55,55,127,,,,,,,,12:15:42:641,12:15:43:366,12:15:46:353,left,12:15:46:804,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
375,training(2).mov,False,right,2,vgpdm_dyn(35)-lvm(10)_final(3).mov,0,56,56,58,,,,,,,,12:15:47:563,12:15:48:305,12:15:51:307,left,12:15:51:825,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
376,training(14).mov,False,right,2,tmp_numprim(6)_final(5).mov,0,57,57,85,,,,,,,,12:15:52:749,12:15:53:326,12:15:56:328,left,12:15:56:829,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
377,vcgpdm_dyn(10)-lvm(25)_final(9).mov,True,left,2,training(9).mov,0,58,58,42,,,,,,,,12:15:57:598,12:15:58:346,12:16:01:332,left,12:16:01:733,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
378,training(36).mov,True,right,2,tmp_numprim(6)_final(9).mov,0,59,59,21,,,,,,,,12:16:02:483,12:16:03:234,12:16:06:237,right,12:16:06:687,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
379,vcgpdm_dyn(5)-lvm(5)_final(6).mov,False,left,2,training(23).mov,0,60,60,1,,,,,,,,12:16:07:449,12:16:08:205,12:16:11:189,left,12:16:11:723,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
380,training(9).mov,True,right,2,vgpdm_dyn(5)-lvm(15)_final(8).mov,0,61,61,97,,,,,,,,12:16:12:473,12:16:13:241,12:16:16:227,right,12:16:16:527,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
381,vgpdm_dyn(25)-lvm(35)_final(3).mov,True,left,2,training(11).mov,0,62,62,155,,,,,,,,12:16:18:213,12:16:18:213,12:16:21:015,right,12:16:21:567,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
382,dmp_npsi(50)_final(1).mov,False,left,2,training(38).mov,0,63,63,109,,,,,,,,12:16:22:325,12:16:23:068,12:16:26:071,right,12:16:26:521,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
383,training(25).mov,True,right,2,vcgpdm_dyn(10)-lvm(15)_final(3).mov,0,64,64,74,,,,,,,,12:16:27:297,12:16:28:022,12:16:31:025,right,12:16:31:392,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
384,training(3).mov,False,right,2,vcgpdm_dyn(25)-lvm(5)_final(6).mov,0,65,65,129,,,,,,,,12:16:32:153,12:16:32:910,12:16:35:895,right,12:16:36:279,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
385,vgpdm_dyn(10)-lvm(10)_final(7).mov,True,left,2,training(15).mov,0,66,66,30,,,,,,,,12:16:37:229,12:16:37:780,12:16:40:784,left,12:16:41:234,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
386,vcgpdm_dyn(35)-lvm(10)_final(8).mov,False,left,2,training(34).mov,0,67,67,50,,,,,,,,12:16:41:982,12:16:42:752,12:16:45:737,left,12:16:46:238,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
387,training(14).mov,False,right,2,vgpdm_dyn(10)-lvm(10)_final(2).mov,0,68,68,110,,,,,,,,12:16:47:183,12:16:47:739,12:16:50:742,right,12:16:51:142,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
388,vcgpdm_dyn(30)-lvm(5)_final(6).mov,True,left,2,training(14).mov,0,69,69,39,,,,,,,,12:16:51:903,12:16:52:643,12:16:55:645,left,12:16:55:996,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
389,vcgpdm_dyn(15)-lvm(15)_final(3).mov,False,left,2,training(40).mov,0,70,70,5,,,,,,,,12:16:56:933,12:16:57:498,12:17:00:499,left,12:17:00:866,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
390,vcgpdm_dyn(25)-lvm(15)_final(1).mov,False,left,2,training(28).mov,0,71,71,20,,,,,,,,12:17:01:612,12:17:02:367,12:17:05:503,left,12:17:05:853,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
391,tmp_numprim(5)_final(1).mov,True,left,2,training(8).mov,0,72,72,145,,,,,,,,12:17:06:591,12:17:07:371,12:17:10:375,left,12:17:10:659,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
392,training(38).mov,False,right,2,vgpdm_dyn(25)-lvm(20)_final(5).mov,0,73,73,120,,,,,,,,12:17:11:412,12:17:12:160,12:17:15:163,right,12:17:15:564,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
393,training(32).mov,False,right,2,vgpdm_dyn(25)-lvm(5)_final(1).mov,0,74,74,132,,,,,,,,12:17:16:322,12:17:17:065,12:17:20:067,right,12:17:20:768,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
394,training(27).mov,True,right,2,vcgpdm_dyn(20)-lvm(10)_final(9).mov,0,75,75,32,,,,,,,,12:17:21:531,12:17:22:269,12:17:25:271,left,12:17:26:189,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
395,training(16).mov,True,right,2,vgpdm_dyn(15)-lvm(25)_final(6).mov,0,76,76,69,,,,,,,,12:17:26:935,12:17:27:690,12:17:30:843,right,12:17:31:244,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
396,training(22).mov,True,right,2,vcgpdm_dyn(20)-lvm(20)_final(6).mov,0,77,77,150,,,,,,,,12:17:31:993,12:17:32:762,12:17:35:747,left,12:17:36:448,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
397,training(7).mov,False,right,2,vcgpdm_dyn(30)-lvm(35)_final(0).mov,0,78,78,26,,,,,,,,12:17:37:389,12:17:37:949,12:17:40:952,right,12:17:41:602,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
398,vcgpdm_dyn(5)-lvm(10)_final(8).mov,True,left,2,training(13).mov,0,79,79,33,,,,,,,,12:17:42:365,12:17:43:103,12:17:46:122,left,12:17:46:973,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
399,vcgpdm_dyn(25)-lvm(15)_final(8).mov,False,left,2,training(15).mov,0,80,80,79,,,,,,,,12:17:47:746,12:17:48:475,12:17:51:476,left,12:17:51:726,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
400,training(23).mov,True,right,2,vcgpdm_dyn(25)-lvm(20)_final(3).mov,0,81,81,146,,,,,,,,12:17:52:476,12:17:53:227,12:17:56:347,right,12:17:56:631,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
401,dmp_npsi(30)_final(0).mov,False,left,2,training(30).mov,0,82,82,41,,,,,,,,12:17:57:390,12:17:58:131,12:18:01:134,left,12:18:01:585,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
402,dmp_npsi(30)_final(1).mov,False,left,2,training(10).mov,0,83,83,148,,,,,,,,12:18:02:342,12:18:03:087,12:18:06:091,left,12:18:06:675,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
403,training(24).mov,True,right,2,vcgpdm_dyn(5)-lvm(15)_final(3).mov,0,84,84,49,,,,,,,,12:18:07:602,12:18:08:192,12:18:11:195,left,12:18:11:862,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
404,training(27).mov,True,right,2,vgpdm_dyn(5)-lvm(35)_final(4)_bad.mov,0,85,85,53,,,,,,,,12:18:12:620,12:18:13:363,12:18:16:366,right,12:18:16:749,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
405,vgpdm_dyn(5)-lvm(20)_final(6).mov,False,left,2,training(37).mov,0,86,86,130,,,,,,,,12:18:18:371,12:18:18:371,12:18:21:253,right,12:18:21:787,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
406,training(35).mov,False,right,2,vgpdm_dyn(15)-lvm(30)_final(0).mov,0,87,87,101,,,,,,,,12:18:22:733,12:18:23:288,12:18:26:291,right,12:18:26:758,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
407,vcgpdm_dyn(20)-lvm(10)_final(4).mov,False,left,2,training(4).mov,0,88,88,104,,,,,,,,12:18:27:699,12:18:28:276,12:18:31:279,left,12:18:31:746,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
408,vgpdm_dyn(30)-lvm(15)_final(0).mov,False,left,2,training(27).mov,0,89,89,15,,,,,,,,12:18:32:492,12:18:33:247,12:18:36:249,right,12:18:36:750,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
409,vgpdm_dyn(35)-lvm(20)_final(8)_out_of_screen.mov,True,left,2,training(29).mov,0,90,90,23,,,,,,,,12:18:37:682,12:18:38:268,12:18:41:253,left,12:18:41:603,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
410,vcgpdm_dyn(25)-lvm(35)_final(7).mov,True,left,2,training(48).mov,0,91,91,88,,,,,,,,12:18:42:364,12:18:43:121,12:18:46:107,left,12:18:46:407,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
411,vgpdm_dyn(20)-lvm(15)_final(0).mov,False,left,2,training(4).mov,0,92,92,152,,,,,,,,12:18:47:161,12:18:47:908,12:18:50:896,right,12:18:51:429,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
412,vcgpdm_dyn(5)-lvm(5)_final(5).mov,True,left,2,training(4).mov,0,93,93,154,,,,,,,,12:18:52:186,12:18:52:947,12:18:55:933,left,12:18:56:283,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
413,vcgpdm_dyn(25)-lvm(30)_final(2).mov,False,left,2,training(11).mov,0,94,94,73,,,,,,,,12:18:57:040,12:18:57:784,12:19:00:788,right,12:19:01:205,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
414,vcgpdm_dyn(25)-lvm(30)_final(0).mov,False,left,2,training(29).mov,0,95,95,2,,,,,,,,12:19:01:964,12:19:02:723,12:19:05:708,right,12:19:06:126,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
415,tmp_numprim(7)_final(1).mov,False,left,2,training(41).mov,0,96,96,8,,,,,,,,12:19:06:888,12:19:07:627,12:19:10:629,left,12:19:11:046,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
416,training(37).mov,True,right,2,vcgpdm_dyn(15)-lvm(25)_final(4).mov,0,97,97,95,,,,,,,,12:19:11:807,12:19:12:547,12:19:15:550,right,12:19:16:185,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
417,tmp_numprim(8)_final(0).mov,True,left,2,training(32).mov,0,98,98,126,,,,,,,,12:19:16:945,12:19:17:686,12:19:20:688,right,12:19:21:305,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
418,training(29).mov,False,right,2,vcgpdm_dyn(15)-lvm(5)_final(7).mov,0,99,99,138,,,,,,,,12:19:22:062,12:19:22:807,12:19:25:809,right,12:19:26:310,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
419,training(6).mov,True,right,2,tmp_numprim(3)_final(4).mov,0,100,100,128,,,,,,,,12:19:27:056,12:19:27:811,12:19:30:811,right,12:19:31:195,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
420,training(16).mov,True,right,2,tmp_numprim(3)_final(7).mov,0,101,101,141,,,,,,,,12:19:31:952,12:19:32:713,12:19:35:700,right,12:19:36:067,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
421,vcgpdm_dyn(20)-lvm(5)_final(2).mov,False,left,2,training(24).mov,0,102,102,149,,,,,,,,12:19:36:821,12:19:37:584,12:19:40:587,left,12:19:40:987,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
422,training(37).mov,True,right,2,vgpdm_dyn(20)-lvm(20)_final(9).mov,0,103,103,45,,,,,,,,12:19:41:760,12:19:42:488,12:19:45:493,left,12:19:45:826,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
423,vcgpdm_dyn(20)-lvm(10)_final(0).mov,True,left,2,training(11).mov,0,104,104,93,,,,,,,,12:19:46:594,12:19:47:327,12:19:50:330,left,12:19:50:764,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
424,training(33).mov,False,right,2,vgpdm_dyn(35)-lvm(35)_final(2).mov,0,105,105,157,,,,,,,,12:19:51:530,12:19:52:266,12:19:55:268,right,12:19:56:002,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
425,training(31).mov,False,right,2,vgpdm_dyn(15)-lvm(15)_final(8).mov,0,106,106,3,,,,,,,,12:19:56:929,12:19:57:520,12:20:00:506,right,12:20:00:939,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
426,training(25).mov,False,right,2,vcgpdm_dyn(20)-lvm(5)_final(1).mov,0,107,107,134,,,,,,,,12:20:01:708,12:20:02:441,12:20:05:443,right,12:20:06:244,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
427,training(16).mov,False,right,2,vgpdm_dyn(20)-lvm(20)_final(8).mov,0,108,108,118,,,,,,,,12:20:07:011,12:20:07:745,12:20:10:748,right,12:20:11:149,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
428,vcgpdm_dyn(20)-lvm(15)_final(0).mov,True,left,2,training(15).mov,0,109,109,66,,,,,,,,12:20:11:907,12:20:12:650,12:20:15:669,left,12:20:16:019,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
429,vcgpdm_dyn(25)-lvm(20)_final(5).mov,False,left,2,training(0).mov,0,110,110,123,,,,,,,,12:20:16:774,12:20:17:537,12:20:20:521,left,12:20:20:771,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
430,training(30).mov,True,right,2,vcgpdm_dyn(10)-lvm(5)_final(3).mov,0,111,111,147,,,,,,,,12:20:21:545,12:20:22:272,12:20:25:275,right,12:20:25:625,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
431,training(11).mov,False,right,2,vgpdm_dyn(20)-lvm(20)_final(2).mov,0,112,112,18,,,,,,,,12:20:26:376,12:20:27:127,12:20:30:130,left,12:20:30:483,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
432,vcgpdm_dyn(30)-lvm(35)_final(4).mov,True,left,2,training(1).mov,0,113,113,27,,,,,,,,12:20:31:238,12:20:31:983,12:20:34:986,left,12:20:35:403,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
433,training(32).mov,True,right,2,tmp_numprim(9)_final(1).mov,0,114,114,83,,,,,,,,12:20:36:156,12:20:36:904,12:20:39:906,right,12:20:40:290,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
434,vcgpdm_dyn(30)-lvm(15)_final(4).mov,True,left,2,training(3).mov,0,115,115,35,,,,,,,,12:20:41:226,12:20:41:791,12:20:44:795,left,12:20:45:345,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
435,training(29).mov,True,right,2,vgpdm_dyn(5)-lvm(25)_final(7)_out_of_screen.mov,0,116,116,67,,,,,,,,12:20:46:103,12:20:46:846,12:20:49:848,left,12:20:50:282,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
436,training(36).mov,True,right,2,vcgpdm_dyn(15)-lvm(5)_final(8).mov,0,117,117,60,,,,,,,,12:20:51:048,12:20:51:800,12:20:54:786,right,12:20:55:253,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
437,dmp_npsi(50)_final(2).mov,True,left,2,training(38).mov,0,118,118,17,,,,,,,,12:20:55:996,12:20:56:754,12:20:59:757,left,12:21:00:140,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
438,vcgpdm_dyn(35)-lvm(25)_final(2).mov,True,left,2,training(30).mov,0,119,119,24,,,,,,,,12:21:00:918,12:21:01:642,12:21:04:645,left,12:21:04:995,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
439,vcgpdm_dyn(15)-lvm(25)_final(7).mov,False,left,2,training(14).mov,0,120,120,11,,,,,,,,12:21:05:747,12:21:06:513,12:21:09:497,right,12:21:10:014,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
440,training(12).mov,False,right,2,vcgpdm_dyn(30)-lvm(10)_final(1).mov,0,121,121,70,,,,,,,,12:21:10:785,12:21:11:515,12:21:14:518,right,12:21:14:901,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
441,training(23).mov,True,right,2,vgpdm_dyn(10)-lvm(35)_final(7).mov,0,122,122,71,,,,,,,,12:21:15:653,12:21:16:403,12:21:19:406,right,12:21:19:690,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
442,vgpdm_dyn(35)-lvm(10)_final(1).mov,True,left,2,training(6).mov,0,123,123,68,,,,,,,,12:21:20:462,12:21:21:191,12:21:24:178,left,12:21:24:662,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
443,vgpdm_dyn(20)-lvm(15)_final(7).mov,True,left,2,training(34).mov,0,124,124,40,,,,,,,,12:21:25:423,12:21:26:180,12:21:29:165,left,12:21:29:616,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
444,training(8).mov,False,right,2,vcgpdm_dyn(15)-lvm(35)_final(7).mov,0,125,125,121,,,,,,,,12:21:30:379,12:21:31:117,12:21:34:119,right,12:21:34:437,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
445,tmp_numprim(9)_final(5).mov,False,left,2,training(1).mov,0,126,126,111,,,,,,,,12:21:35:205,12:21:35:955,12:21:38:941,right,12:21:39:425,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
446,training(8).mov,True,right,2,map_cgpdm_final(5).mov,0,127,127,99,,,,,,,,12:21:40:174,12:21:40:926,12:21:43:928,right,12:21:44:262,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
447,vcgpdm_dyn(10)-lvm(35)_final(2).mov,True,left,2,training(29).mov,0,128,128,51,,,,,,,,12:21:45:011,12:21:45:763,12:21:48:766,left,12:21:49:283,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
448,vgpdm_dyn(30)-lvm(5)_final(6).mov,True,left,2,training(40).mov,0,129,129,75,,,,,,,,12:21:50:041,12:21:50:784,12:21:53:787,right,12:21:54:338,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
449,vgpdm_dyn(10)-lvm(20)_final(0).mov,False,left,2,training(18).mov,0,130,130,119,,,,,,,,12:21:55:104,12:21:55:839,12:21:58:841,right,12:22:00:191,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
450,vgpdm_dyn(25)-lvm(35)_final(1).mov,False,left,2,training(8).mov,0,131,131,117,,,,,,,,12:22:00:954,12:22:01:692,12:22:04:695,right,12:22:04:995,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
451,vcgpdm_dyn(10)-lvm(25)_final(7).mov,False,left,2,training(11).mov,0,132,132,12,,,,,,,,12:22:05:741,12:22:06:496,12:22:09:498,left,12:22:09:816,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
452,vcgpdm_dyn(25)-lvm(10)_final(8).mov,True,left,2,training(4).mov,0,133,133,64,,,,,,,,12:22:10:568,12:22:11:319,12:22:14:322,left,12:22:14:805,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
453,training(2).mov,False,right,2,vcgpdm_dyn(5)-lvm(25)_final(5).mov,0,134,134,78,,,,,,,,12:22:15:548,12:22:16:323,12:22:19:309,right,12:22:19:659,,,2018_Jun_06_1139,59.8982021669,MP-Perception Experiment,xx12w20,
