trial_number,right,flipped,correct,block,left,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,flipwelcome.keys,flipwelcome.corr,flipwelcome.rt,flippreparations.keys,flippreparations.rt,flipInstructions.keys,flipInstructions.rt,time_at_fixation_cross_onset,time_at_videoonset,time_at_videoend,participant_key_response,time_at_key_response,key_resp_4.keys,date,frameRate,expName,participant,
,,,,,,,,,,space,0,42.0544165361,,,,,,,,,,,2013_Jan_12_1333,59.9556699969,MP-Perception Experiment,xx29w25,
,,,,,,,,,,,,,space,53.4456149365,,,,,,,,,2013_Jan_12_1333,59.9556699969,MP-Perception Experiment,xx29w25,
,,,,,,,,,,,,,,,space,7.02101795864,,,,,,,2013_Jan_12_1333,59.9556699969,MP-Perception Experiment,xx29w25,
1,vcgpdm_dyn(20)-lvm(20)_final(7).webm,False,left,0,training(9).webm,0,0,0,35,,,,,,,,13:34:58:231,13:34:58:739,13:35:01:276,left,13:35:01:459,,2013_Jan_12_1333,59.9556699969,MP-Perception Experiment,xx29w25,
2,vcgpdm_dyn(10)-lvm(30)_final(2).webm,True,left,0,training(8).webm,0,1,1,139,,,,,,,,13:35:02:140,13:35:02:960,13:35:05:948,right,13:35:06:698,,2013_Jan_12_1333,59.9556699969,MP-Perception Experiment,xx29w25,
3,training(21).webm,True,right,0,vgpdm_dyn(5)-lvm(10)_final(3).webm,0,2,2,146,,,,,,,,13:35:07:381,13:35:08:200,13:35:11:202,right,13:35:11:502,,2013_Jan_12_1333,59.9556699969,MP-Perception Experiment,xx29w25,
4,vcgpdm_dyn(20)-lvm(5)_final(4).webm,True,left,0,training(9).webm,0,3,3,121,,,,,,,,13:35:12:225,13:35:13:003,13:35:16:006,left,13:35:16:290,,2013_Jan_12_1333,59.9556699969,MP-Perception Experiment,xx29w25,
5,training(0).webm,False,right,0,vgpdm_dyn(5)-lvm(10)_final(7).webm,0,4,4,154,,,,,,,,13:35:16:974,13:35:17:791,13:35:20:794,right,13:35:21:111,,2013_Jan_12_1333,59.9556699969,MP-Perception Experiment,xx29w25,
6,training(34).webm,False,right,0,tmp_numprim(5)_final(1).webm,0,5,5,119,,,,,,,,13:35:21:925,13:35:22:612,13:35:25:615,right,13:35:25:998,,2013_Jan_12_1333,59.9556699969,MP-Perception Experiment,xx29w25,
7,training(20).webm,True,right,0,vcgpdm_dyn(5)-lvm(10)_final(5).webm,0,6,6,26,,,,,,,,13:35:26:684,13:35:27:499,13:35:30:502,right,13:35:30:819,,2013_Jan_12_1333,59.9556699969,MP-Perception Experiment,xx29w25,
8,dmp_npsi(15)_final(7).webm,False,left,0,training(18).webm,0,7,7,77,,,,,,,,13:35:31:664,13:35:32:320,13:35:35:324,left,13:35:35:857,,2013_Jan_12_1333,59.9556699969,MP-Perception Experiment,xx29w25,
