trial_number,right,flipped,correct,block,left,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,flipwelcome.keys,flipwelcome.corr,flipwelcome.rt,flippreparations.keys,flippreparations.rt,flipInstructions.keys,flipInstructions.rt,time_at_fixation_cross_onset,time_at_videoonset,time_at_videoend,participant_key_response,time_at_key_response,key_resp_4.keys,key_resp_4.rt,date,frameRate,expName,participant,
582,vgpdm_dyn(35)-lvm(10)_final(0).mov,False,left,3,training(35).mov,0,104,104,44,,,,,,,,09:05:46:002,09:05:46:716,09:05:49:719,right,09:05:50:386,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
583,tmp_numprim(4)_final(7).mov,True,left,3,training(16).mov,0,105,105,31,,,,,,,,09:05:51:161,09:05:51:887,09:05:54:891,left,09:05:55:291,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
584,vcgpdm_dyn(20)-lvm(10)_final(1).mov,True,left,3,training(41).mov,0,106,106,57,,,,,,,,09:05:56:069,09:05:56:792,09:05:59:794,left,09:06:00:243,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
585,vgpdm_dyn(20)-lvm(25)_final(8).mov,True,left,3,training(22).mov,0,107,107,133,,,,,,,,09:06:01:016,09:06:01:744,09:06:04:747,left,09:06:04:897,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
586,catch(0).mov,False,catchtrial,3,training(38).mov,0,108,108,116,,,,,,,,09:06:05:667,09:06:06:398,09:06:09:400,right,09:06:09:934,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
587,training(8).mov,True,right,3,vgpdm_dyn(5)-lvm(15)_final(0).mov,0,109,109,64,,,,,,,,09:06:10:717,09:06:11:438,09:06:14:424,right,09:06:14:791,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
588,training(6).mov,False,right,3,vgpdm_dyn(10)-lvm(30)_final(2).mov,0,110,110,5,,,,,,,,09:06:15:598,09:06:16:292,09:06:19:295,right,09:06:19:628,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
589,training(17).mov,False,right,3,vgpdm_dyn(25)-lvm(35)_final(2).mov,0,111,111,130,,,,,,,,09:06:20:406,09:06:21:129,09:06:24:132,right,09:06:24:682,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
590,vcgpdm_dyn(35)-lvm(35)_final(0)_bad.mov,False,left,3,training(9).mov,0,112,112,87,,,,,,,,09:06:25:456,09:06:26:183,09:06:29:187,left,09:06:29:821,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
591,map_gpdm_final(3).mov,False,left,3,training(23).mov,0,113,113,125,,,,,,,,09:06:30:559,09:06:31:322,09:06:34:324,left,09:06:34:741,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
592,training(37).mov,True,right,3,vcgpdm_dyn(5)-lvm(30)_final(0)_bad.mov,0,114,114,42,,,,,,,,09:06:35:526,09:06:36:242,09:06:39:262,right,09:06:39:645,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
593,training(38).mov,False,right,3,vgpdm_dyn(5)-lvm(10)_final(2).mov,0,115,115,35,,,,,,,,09:06:40:434,09:06:41:146,09:06:44:166,right,09:06:44:849,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
594,training(12).mov,False,right,3,vgpdm_dyn(10)-lvm(20)_final(2).mov,0,116,116,0,,,,,,,,09:06:45:617,09:06:46:352,09:06:49:354,right,09:06:49:754,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
595,vgpdm_dyn(10)-lvm(10)_final(1).mov,True,left,3,training(26).mov,0,117,117,8,,,,,,,,09:06:50:540,09:06:51:271,09:06:54:273,left,09:06:54:306,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
596,vcgpdm_dyn(20)-lvm(20)_final(1).mov,True,left,3,training(1).mov,0,118,118,53,,,,,,,,09:06:55:082,09:06:55:807,09:06:58:810,left,09:06:59:144,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
597,training(21).mov,False,right,3,vgpdm_dyn(5)-lvm(30)_final(5).mov,0,119,119,20,,,,,,,,09:06:59:922,09:07:00:645,09:07:03:633,right,09:07:03:917,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
598,training(28).mov,True,right,3,vcgpdm_dyn(25)-lvm(35)_final(1).mov,0,120,120,69,,,,,,,,09:07:04:686,09:07:05:435,09:07:08:420,right,09:07:08:754,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
599,vcgpdm_dyn(10)-lvm(20)_final(3).mov,True,left,3,training(41).mov,0,121,121,18,,,,,,,,09:07:09:872,09:07:10:389,09:07:13:258,left,09:07:13:758,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
600,vcgpdm_dyn(10)-lvm(15)_final(6).mov,False,left,3,training(9).mov,0,122,122,160,,,,,,,,09:07:15:918,09:07:15:918,09:07:18:279,left,09:07:21:282,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
601,dmp_npsi(20)_final(0).mov,False,left,3,training(18).mov,0,123,123,162,,,,,,,,09:07:23:431,09:07:23:431,09:07:25:802,left,09:07:27:621,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
602,training(48).mov,False,right,3,vcgpdm_dyn(15)-lvm(25)_final(1).mov,0,124,124,38,,,,,,,,09:07:29:765,09:07:29:765,09:07:32:141,left,09:07:34:609,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
603,vgpdm_dyn(10)-lvm(25)_final(0).mov,True,left,3,training(27).mov,0,125,125,70,,,,,,,,09:07:35:985,09:07:36:494,09:07:39:131,right,09:07:40:046,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
604,training(26).mov,True,right,3,vgpdm_dyn(20)-lvm(25)_final(7).mov,0,126,126,47,,,,,,,,09:07:41:542,09:07:41:547,09:07:44:550,left,09:07:46:001,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
605,vgpdm_dyn(35)-lvm(30)_final(3).mov,True,left,3,training(5).mov,0,127,127,164,,,,,,,,09:07:47:995,09:07:47:995,09:07:50:505,left,09:07:51:105,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
606,tmp_numprim(4)_final(7).mov,True,left,3,training(29).mov,0,128,128,138,,,,,,,,09:07:52:215,09:07:52:725,09:07:55:611,left,09:07:56:079,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
607,dmp_npsi(40)_final(4).mov,False,left,3,training(29).mov,0,129,129,142,,,,,,,,09:07:57:521,09:07:58:030,09:08:00:582,left,09:08:01:716,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
608,training(24).mov,True,right,3,vcgpdm_dyn(35)-lvm(20)_final(9).mov,0,130,130,128,,,,,,,,09:08:03:477,09:08:03:477,09:08:06:220,left,09:08:08:155,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
609,tmp_numprim(5)_final(9).mov,True,left,3,training(10).mov,0,131,131,25,,,,,,,,09:08:09:922,09:08:09:922,09:08:12:659,left,09:08:13:978,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
610,training(15).mov,True,right,3,vgpdm_dyn(30)-lvm(15)_final(7).mov,0,132,132,82,,,,,,,,09:08:15:648,09:08:15:649,09:08:18:481,left,09:08:19:582,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
611,vcgpdm_dyn(10)-lvm(15)_final(2).mov,True,left,3,training(13).mov,0,133,133,13,,,,,,,,09:08:20:993,09:08:21:500,09:08:24:086,right,09:08:25:620,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
612,training(24).mov,False,right,3,vcgpdm_dyn(10)-lvm(25)_final(9).mov,0,134,134,96,,,,,,,,09:08:27:213,09:08:27:213,09:08:30:122,right,09:08:30:889,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
613,training(7).mov,True,right,3,vgpdm_dyn(15)-lvm(15)_final(1).mov,0,135,135,55,,,,,,,,09:08:32:285,09:08:32:792,09:08:35:394,right,09:08:35:744,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
614,training(36).mov,True,right,3,vcgpdm_dyn(35)-lvm(10)_final(9).mov,0,136,136,45,,,,,,,,09:08:37:320,09:08:37:320,09:08:40:248,right,09:08:40:998,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
615,vgpdm_dyn(10)-lvm(5)_final(8).mov,False,left,3,training(48).mov,0,137,137,79,,,,,,,,09:08:42:540,09:08:42:540,09:08:45:487,left,09:08:46:104,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
616,training(28).mov,False,right,3,vgpdm_dyn(10)-lvm(15)_final(0).mov,0,138,138,14,,,,,,,,09:08:47:643,09:08:47:643,09:08:50:609,left,09:08:52:210,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
617,training(13).mov,True,right,3,vcgpdm_dyn(5)-lvm(15)_final(9).mov,0,139,139,115,,,,,,,,09:08:54:228,09:08:54:229,09:08:56:714,right,09:08:58:215,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
618,vgpdm_dyn(25)-lvm(20)_final(1).mov,True,left,3,training(29).mov,0,140,140,23,,,,,,,,09:08:59:445,09:08:59:950,09:09:02:736,left,09:09:03:236,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
619,vcgpdm_dyn(35)-lvm(30)_final(8).mov,True,left,3,training(20).mov,0,141,141,127,,,,,,,,09:09:04:525,09:09:05:037,09:09:07:741,left,09:09:08:841,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
620,training(39).mov,False,right,3,vcgpdm_dyn(5)-lvm(15)_final(7).mov,0,142,142,105,,,,,,,,09:09:10:436,09:09:10:436,09:09:13:362,right,09:09:13:745,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
621,tmp_numprim(7)_final(5).mov,False,left,3,training(27).mov,0,143,143,161,,,,,,,,09:09:14:796,09:09:15:313,09:09:18:249,left,09:09:18:699,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
622,vgpdm_dyn(35)-lvm(25)_final(2).mov,False,left,3,training(40).mov,0,144,144,50,,,,,,,,09:09:19:949,09:09:20:466,09:09:23:201,left,09:09:23:769,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
623,tmp_numprim(7)_final(1).mov,False,left,3,training(33).mov,0,145,145,81,,,,,,,,09:09:25:225,09:09:25:737,09:09:28:273,right,09:09:28:674,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
624,training(9).mov,True,right,3,map_cgpdm_final(0).mov,0,146,146,3,,,,,,,,09:09:30:333,09:09:30:334,09:09:33:162,right,09:09:33:596,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
625,training(36).mov,True,right,3,vcgpdm_dyn(10)-lvm(25)_final(9).mov,0,147,147,65,,,,,,,,09:09:34:600,09:09:35:114,09:09:38:099,right,09:09:38:483,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
626,training(9).mov,False,right,3,vcgpdm_dyn(10)-lvm(35)_final(2).mov,0,148,148,147,,,,,,,,09:09:39:705,09:09:40:218,09:09:42:988,right,09:09:43:738,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
627,vcgpdm_dyn(20)-lvm(15)_final(5).mov,True,left,3,training(34).mov,0,149,149,136,,,,,,,,09:09:44:978,09:09:45:489,09:09:48:259,right,09:09:51:344,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
628,vgpdm_dyn(10)-lvm(5)_final(4).mov,False,left,3,training(7).mov,0,150,150,58,,,,,,,,09:09:52:725,09:09:53:229,09:09:55:848,left,09:09:57:016,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
629,training(40).mov,False,right,3,tmp_numprim(5)_final(3).mov,0,151,151,24,,,,,,,,09:09:58:341,09:09:58:851,09:10:01:520,right,09:10:02:054,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
630,training(32).mov,False,right,3,vgpdm_dyn(25)-lvm(10)_final(7)_out_of_screen.mov,0,152,152,54,,,,,,,,09:10:03:255,09:10:03:772,09:10:06:558,right,09:10:06:891,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
631,training(12).mov,True,catchtrial,3,catch(4).mov,0,153,153,33,,,,,,,,09:10:08:078,09:10:08:592,09:10:11:393,right,09:10:12:644,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
632,vcgpdm_dyn(5)-lvm(5)_final(9).mov,False,left,3,training(48).mov,0,154,154,28,,,,,,,,09:10:13:927,09:10:14:429,09:10:17:149,right,09:10:18:016,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
633,training(36).mov,True,right,3,vgpdm_dyn(15)-lvm(35)_final(7).mov,0,155,155,37,,,,,,,,09:10:19:458,09:10:19:968,09:10:22:538,right,09:10:23:222,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
634,vcgpdm_dyn(20)-lvm(25)_final(8).mov,True,left,3,training(48).mov,0,156,156,1,,,,,,,,09:10:24:230,09:10:24:740,09:10:27:742,left,09:10:28:143,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
635,training(9).mov,False,right,3,vgpdm_dyn(30)-lvm(5)_final(7).mov,0,157,157,145,,,,,,,,09:10:29:327,09:10:29:844,09:10:32:647,right,09:10:34:165,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
636,catch(5).mov,False,catchtrial,3,training(12).mov,0,158,158,123,,,,,,,,09:10:35:406,09:10:35:916,09:10:38:686,left,09:10:39:303,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
637,vgpdm_dyn(15)-lvm(30)_final(5).mov,True,left,3,training(12).mov,0,159,159,74,,,,,,,,09:10:40:421,09:10:40:937,09:10:43:823,left,09:10:44:307,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
638,training(5).mov,True,right,3,vgpdm_dyn(20)-lvm(30)_final(3).mov,0,160,160,2,,,,,,,,09:10:45:413,09:10:45:925,09:10:48:810,right,09:10:49:344,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
639,training(9).mov,True,right,3,map_cgpdm_final(9).mov,0,161,161,158,,,,,,,,09:10:50:621,09:10:51:130,09:10:53:849,right,09:10:54:182,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
640,training(41).mov,False,right,3,vcgpdm_dyn(15)-lvm(30)_final(7).mov,0,162,162,151,,,,,,,,09:10:55:136,09:10:55:683,09:10:58:686,left,09:10:59:237,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
641,training(37).mov,True,right,3,tmp_numprim(2)_final(3).mov,0,163,163,134,,,,,,,,09:11:00:500,09:11:01:003,09:11:03:738,right,09:11:04:172,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
642,training(32).mov,False,right,3,vcgpdm_dyn(5)-lvm(15)_final(1).mov,0,164,164,12,,,,,,,,09:11:05:215,09:11:05:723,09:11:08:677,right,09:11:09:077,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
643,training(13).mov,True,right,3,vcgpdm_dyn(5)-lvm(20)_final(3).mov,0,165,165,34,,,,,,,,09:11:10:963,09:11:10:963,09:11:13:566,left,09:11:15:100,,,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
,,,,,,,,,,,,,,,,,,,,,,space,9.44157018339,2018_Jun_04_0802,59.9529635661,MP-Perception Experiment,xx07m29re,
