trial_number,right,flipped,correct,block,left,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,flipwelcome.keys,flipwelcome.corr,flipwelcome.rt,flippreparations.keys,flippreparations.rt,flipInstructions.keys,flipInstructions.rt,time_at_fixation_cross_onset,time_at_videoonset,time_at_videoend,participant_key_response,time_at_key_response,key_resp_4.keys,key_resp_4.rt,date,frameRate,expName,participant,
56,training(11).mov,False,right,0,vcgpdm_dyn(35)-lvm(30)_final(5).mov,0,55,55,43,,,,,,,,12:42:30:458,12:42:31:205,12:42:34:207,right,12:42:34:725,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
57,vgpdm_dyn(10)-lvm(25)_final(5).mov,False,left,0,training(22).mov,0,56,56,58,,,,,,,,12:42:35:490,12:42:36:227,12:42:39:230,right,12:42:39:947,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
58,training(27).mov,False,right,0,vcgpdm_dyn(5)-lvm(5)_final(7).mov,0,57,57,35,,,,,,,,12:42:41:273,12:42:41:782,12:42:44:452,right,12:42:44:869,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
59,training(11).mov,False,right,0,vgpdm_dyn(25)-lvm(30)_final(5).mov,0,58,58,138,,,,,,,,12:42:45:636,12:42:46:370,12:42:49:389,right,12:42:49:756,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
60,dmp_npsi(35)_final(3).mov,False,left,0,training(32).mov,0,59,59,133,,,,,,,,12:42:50:523,12:42:51:274,12:42:54:276,left,12:42:54:794,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
61,training(35).mov,False,right,0,vcgpdm_dyn(35)-lvm(30)_final(3).mov,0,60,60,110,,,,,,,,12:42:55:551,12:42:56:311,12:42:59:297,right,12:42:59:831,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
62,training(23).mov,True,right,0,dmp_npsi(25)_final(4).mov,0,61,61,130,,,,,,,,12:43:00:599,12:43:01:333,12:43:04:352,right,12:43:05:120,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
63,dmp_npsi(20)_final(9).mov,False,left,0,training(6).mov,0,62,62,32,,,,,,,,12:43:05:868,12:43:06:637,12:43:09:623,right,12:43:10:140,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
64,vgpdm_dyn(35)-lvm(20)_final(2)_out_of_screen.mov,False,left,0,training(48).mov,0,63,63,148,,,,,,,,12:43:10:893,12:43:11:641,12:43:14:642,left,12:43:14:859,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
65,vcgpdm_dyn(20)-lvm(10)_final(9).mov,True,left,0,training(17).mov,0,64,64,106,,,,,,,,12:43:15:625,12:43:16:360,12:43:19:364,right,12:43:19:931,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
66,tmp_numprim(4)_final(7).mov,False,left,0,training(29).mov,0,65,65,98,,,,,,,,12:43:20:698,12:43:21:449,12:43:24:436,left,12:43:25:120,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
67,training(40).mov,True,right,0,vcgpdm_dyn(5)-lvm(25)_final(9).mov,0,66,66,119,,,,,,,,12:43:25:888,12:43:26:621,12:43:29:624,right,12:43:30:408,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
68,vcgpdm_dyn(10)-lvm(30)_final(2).mov,False,left,0,training(24).mov,0,67,67,78,,,,,,,,12:43:31:164,12:43:31:925,12:43:34:911,left,12:43:36:012,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
69,training(38).mov,True,right,0,tmp_numprim(6)_final(2).mov,0,68,68,8,,,,,,,,12:43:36:780,12:43:37:514,12:43:40:533,left,12:43:41:367,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
70,vcgpdm_dyn(15)-lvm(10)_final(1).mov,False,left,0,training(14).mov,0,69,69,92,,,,,,,,12:43:42:132,12:43:42:869,12:43:45:871,left,12:43:46:689,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
71,vgpdm_dyn(15)-lvm(10)_final(0)_out_of_screen.mov,False,left,0,training(13).mov,0,70,70,30,,,,,,,,12:43:47:452,12:43:48:206,12:43:51:192,left,12:43:52:477,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
72,vgpdm_dyn(30)-lvm(5)_final(5).mov,False,left,0,training(30).mov,0,71,71,7,,,,,,,,12:43:53:235,12:43:53:995,12:43:56:981,left,12:43:57:532,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
73,vcgpdm_dyn(30)-lvm(15)_final(3).mov,True,left,0,training(0).mov,0,72,72,91,,,,,,,,12:43:58:289,12:43:59:049,12:44:02:033,left,12:44:02:784,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
74,training(14).mov,False,right,0,dmp_npsi(50)_final(2).mov,0,73,73,132,,,,,,,,12:44:03:548,12:44:04:285,12:44:07:288,right,12:44:07:688,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
75,training(4).mov,False,right,0,vcgpdm_dyn(35)-lvm(10)_final(6).mov,0,74,74,25,,,,,,,,12:44:08:460,12:44:09:189,12:44:12:193,right,12:44:12:594,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
76,training(33).mov,True,right,0,vgpdm_dyn(5)-lvm(15)_final(8).mov,0,75,75,111,,,,,,,,12:44:13:368,12:44:14:111,12:44:17:098,right,12:44:17:682,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
77,training(34).mov,True,right,0,vcgpdm_dyn(10)-lvm(35)_final(2).mov,0,76,76,73,,,,,,,,12:44:18:470,12:44:19:200,12:44:22:186,right,12:44:23:036,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
78,training(2).mov,True,right,0,vcgpdm_dyn(15)-lvm(25)_final(3).mov,0,77,77,79,,,,,,,,12:44:23:799,12:44:24:538,12:44:27:557,right,12:44:28:007,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
79,vcgpdm_dyn(25)-lvm(5)_final(2).mov,False,left,0,training(16).mov,0,78,78,68,,,,,,,,12:44:28:772,12:44:29:509,12:44:32:528,left,12:44:33:462,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
80,dmp_npsi(45)_final(4).mov,False,left,0,training(33).mov,0,79,79,85,,,,,,,,12:44:34:229,12:44:34:964,12:44:37:966,right,12:44:38:684,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
81,vcgpdm_dyn(15)-lvm(20)_final(0).mov,False,left,0,training(0).mov,0,80,80,67,,,,,,,,12:44:39:435,12:44:40:201,12:44:43:204,right,12:44:44:205,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
82,training(28).mov,False,right,0,vgpdm_dyn(5)-lvm(30)_final(7).mov,0,81,81,87,,,,,,,,12:44:44:971,12:44:45:706,12:44:48:726,right,12:44:49:310,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
83,vgpdm_dyn(25)-lvm(20)_final(5).mov,True,left,0,training(2).mov,0,82,82,117,,,,,,,,12:44:50:072,12:44:50:811,12:44:53:811,left,12:44:54:312,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
84,vcgpdm_dyn(20)-lvm(30)_final(6).mov,False,left,0,training(34).mov,0,83,83,12,,,,,,,,12:44:55:063,12:44:55:813,12:44:58:815,left,12:44:59:449,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
85,vcgpdm_dyn(10)-lvm(10)_final(0).mov,False,left,0,training(36).mov,0,84,84,37,,,,,,,,12:45:00:217,12:45:00:967,12:45:03:973,left,12:45:04:506,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
86,training(5).mov,False,right,0,dmp_npsi(50)_final(5).mov,0,85,85,52,,,,,,,,12:45:05:272,12:45:06:007,12:45:09:026,right,12:45:09:727,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
87,vgpdm_dyn(20)-lvm(20)_final(6).mov,True,left,0,training(40).mov,0,86,86,61,,,,,,,,12:45:10:504,12:45:11:228,12:45:14:231,left,12:45:14:981,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
88,vgpdm_dyn(10)-lvm(30)_final(5).mov,False,left,0,training(29).mov,0,87,87,94,,,,,,,,12:45:15:734,12:45:16:482,12:45:19:502,left,12:45:20:186,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
89,vcgpdm_dyn(20)-lvm(5)_final(8).mov,False,left,0,training(14).mov,0,88,88,141,,,,,,,,12:45:20:946,12:45:21:688,12:45:24:690,left,12:45:25:674,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
90,vgpdm_dyn(20)-lvm(35)_final(8).mov,True,left,0,training(19).mov,0,89,89,154,,,,,,,,12:45:26:426,12:45:27:176,12:45:30:178,left,12:45:30:862,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
91,tmp_numprim(8)_final(4).mov,False,left,0,training(2).mov,0,90,90,77,,,,,,,,12:45:31:627,12:45:32:363,12:45:35:366,right,12:45:35:966,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
92,training(17).mov,False,right,0,vcgpdm_dyn(35)-lvm(5)_final(8).mov,0,91,91,11,,,,,,,,12:45:36:730,12:45:37:484,12:45:40:471,right,12:45:41:121,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
93,training(19).mov,False,right,0,vgpdm_dyn(10)-lvm(30)_final(3).mov,0,92,92,152,,,,,,,,12:45:41:880,12:45:42:637,12:45:45:623,right,12:45:46:157,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
94,vcgpdm_dyn(30)-lvm(25)_final(4).mov,True,left,0,training(23).mov,0,93,93,62,,,,,,,,12:45:46:913,12:45:47:658,12:45:50:660,left,12:45:51:194,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
95,vcgpdm_dyn(10)-lvm(5)_final(4).mov,True,left,0,training(16).mov,0,94,94,38,,,,,,,,12:45:51:952,12:45:52:698,12:45:55:700,left,12:45:56:401,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
96,training(48).mov,False,right,0,vcgpdm_dyn(15)-lvm(5)_final(5).mov,0,95,95,50,,,,,,,,12:45:57:165,12:45:57:902,12:46:00:922,right,12:46:01:605,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
97,vgpdm_dyn(5)-lvm(15)_final(8).mov,False,left,0,training(33).mov,0,96,96,71,,,,,,,,12:46:02:363,12:46:03:106,12:46:06:126,left,12:46:06:676,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
98,training(31).mov,True,right,0,vgpdm_dyn(25)-lvm(30)_final(6).mov,0,97,97,14,,,,,,,,12:46:07:434,12:46:08:195,12:46:11:180,right,12:46:11:780,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
99,vgpdm_dyn(25)-lvm(35)_final(8).mov,False,left,0,training(5).mov,0,98,98,121,,,,,,,,12:46:12:552,12:46:13:281,12:46:16:285,right,12:46:17:569,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
100,training(23).mov,True,right,0,vcgpdm_dyn(15)-lvm(10)_final(2).mov,0,99,99,47,,,,,,,,12:46:18:357,12:46:19:070,12:46:22:090,right,12:46:22:657,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
101,vcgpdm_dyn(5)-lvm(10)_final(6).mov,True,left,0,training(26).mov,0,100,100,57,,,,,,,,12:46:23:427,12:46:24:158,12:46:27:177,left,12:46:27:744,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
102,training(5).mov,False,right,0,vgpdm_dyn(25)-lvm(30)_final(2).mov,0,101,101,128,,,,,,,,12:46:28:512,12:46:29:262,12:46:32:247,left,12:46:32:931,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
103,dmp_npsi(45)_final(0).mov,False,left,0,training(27).mov,0,102,102,44,,,,,,,,12:46:33:700,12:46:34:432,12:46:37:434,right,12:46:37:985,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
104,vcgpdm_dyn(30)-lvm(25)_final(9).mov,True,left,0,training(36).mov,0,103,103,1,,,,,,,,12:46:38:750,12:46:39:486,12:46:42:489,left,12:46:43:072,,,2018_Jun_05_1236,59.9404996156,MP-Perception Experiment,xx09w23,
