trial_number,right,flipped,correct,block,left,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,flipwelcome.keys,flipwelcome.corr,flipwelcome.rt,flippreparations.keys,flippreparations.rt,flipInstructions.keys,flipInstructions.rt,time_at_fixation_cross_onset,time_at_videoonset,time_at_videoend,participant_key_response,time_at_key_response,date,frameRate,expName,participant,
535,training(3).mov,True,right,3,vcgpdm_dyn(10)-lvm(10)_final(1).mov,0,57,57,43,,,,,,,,10:39:21:909,10:39:22:649,10:39:25:668,right,10:39:26:068,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
536,training(48).mov,True,right,3,dmp_npsi(30)_final(8).mov,0,58,58,9,,,,,,,,10:39:26:815,10:39:27:584,10:39:30:570,right,10:39:30:720,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
537,tmp_numprim(9)_final(4).mov,False,left,3,training(22).mov,0,59,59,57,,,,,,,,10:39:31:463,10:39:32:238,10:39:35:242,right,10:39:35:559,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
538,training(30).mov,False,right,3,vcgpdm_dyn(10)-lvm(10)_final(7).mov,0,60,60,58,,,,,,,,10:39:36:303,10:39:37:060,10:39:40:047,left,10:39:40:297,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
539,catch(3).mov,False,catchtrial,3,training(30).mov,0,61,61,30,,,,,,,,10:39:41:043,10:39:41:799,10:39:44:801,left,10:39:45:185,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
540,training(4).mov,True,right,3,tmp_numprim(10)_final(1).mov,0,62,62,78,,,,,,,,10:39:45:959,10:39:46:686,10:39:49:688,right,10:39:49:989,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
541,training(9).mov,True,right,3,vgpdm_dyn(5)-lvm(20)_final(9).mov,0,63,63,8,,,,,,,,10:39:50:930,10:39:51:507,10:39:54:493,right,10:39:55:444,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
542,vgpdm_dyn(10)-lvm(30)_final(6).mov,True,left,3,training(26).mov,0,64,64,35,,,,,,,,10:39:56:189,10:39:56:962,10:39:59:947,left,10:40:00:398,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
543,training(30).mov,True,right,3,vcgpdm_dyn(30)-lvm(25)_final(6).mov,0,65,65,55,,,,,,,,10:40:01:169,10:40:01:899,10:40:04:902,right,10:40:05:235,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
544,vcgpdm_dyn(30)-lvm(35)_final(5).mov,True,left,3,training(1).mov,0,66,66,26,,,,,,,,10:40:05:997,10:40:06:736,10:40:09:757,left,10:40:10:157,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
545,training(7).mov,True,right,3,vgpdm_dyn(10)-lvm(20)_final(2).mov,0,67,67,76,,,,,,,,10:40:10:909,10:40:11:658,10:40:14:660,right,10:40:15:011,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
546,training(36).mov,False,right,3,vgpdm_dyn(35)-lvm(25)_final(5).mov,0,68,68,127,,,,,,,,10:40:15:934,10:40:16:529,10:40:19:529,right,10:40:19:830,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
547,vgpdm_dyn(10)-lvm(30)_final(3).mov,False,left,3,training(39).mov,0,69,69,112,,,,,,,,10:40:20:763,10:40:21:331,10:40:24:333,left,10:40:24:650,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
548,vcgpdm_dyn(15)-lvm(10)_final(8).mov,True,left,3,training(16).mov,0,70,70,3,,,,,,,,10:40:25:596,10:40:26:152,10:40:29:155,left,10:40:29:505,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
549,training(13).mov,True,right,3,vgpdm_dyn(30)-lvm(5)_final(0).mov,0,71,71,36,,,,,,,,10:40:30:258,10:40:31:006,10:40:34:010,right,10:40:34:411,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
550,vgpdm_dyn(30)-lvm(10)_final(4).mov,False,left,3,training(7).mov,0,72,72,139,,,,,,,,10:40:35:162,10:40:35:912,10:40:38:914,left,10:40:39:281,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
551,vgpdm_dyn(10)-lvm(20)_final(2).mov,False,left,3,training(10).mov,0,73,73,128,,,,,,,,10:40:40:031,10:40:40:782,10:40:43:803,left,10:40:44:253,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
552,training(14).mov,True,right,3,dmp_npsi(20)_final(5).mov,0,74,74,2,,,,,,,,10:40:45:182,10:40:45:754,10:40:48:756,right,10:40:49:274,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
553,training(3).mov,False,right,3,vgpdm_dyn(30)-lvm(35)_final(2).mov,0,75,75,143,,,,,,,,10:40:50:034,10:40:50:775,10:40:53:777,right,10:40:54:128,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
554,training(38).mov,True,right,3,vcgpdm_dyn(10)-lvm(15)_final(6).mov,0,76,76,71,,,,,,,,10:40:54:879,10:40:55:629,10:40:58:631,left,10:40:59:082,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
555,vcgpdm_dyn(20)-lvm(30)_final(6).mov,False,left,3,training(13).mov,0,77,77,1,,,,,,,,10:40:59:845,10:41:00:583,10:41:03:586,left,10:41:03:920,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
556,training(22).mov,True,right,3,vgpdm_dyn(35)-lvm(35)_final(2).mov,0,78,78,62,,,,,,,,10:41:04:658,10:41:05:438,10:41:08:422,right,10:41:08:856,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
557,vcgpdm_dyn(35)-lvm(25)_final(5).mov,True,left,3,training(29).mov,0,79,79,92,,,,,,,,10:41:09:612,10:41:10:357,10:41:13:359,left,10:41:15:311,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
558,vcgpdm_dyn(15)-lvm(25)_final(9).mov,False,left,3,training(6).mov,0,80,80,124,,,,,,,,10:41:16:247,10:41:16:812,10:41:19:815,left,10:41:20:299,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
559,training(12).mov,True,right,3,vcgpdm_dyn(5)-lvm(5)_final(9).mov,0,81,81,81,,,,,,,,10:41:21:056,10:41:21:800,10:41:24:804,right,10:41:25:289,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
560,training(25).mov,True,right,3,vcgpdm_dyn(10)-lvm(10)_final(0).mov,0,82,82,162,,,,,,,,10:41:26:224,10:41:26:789,10:41:29:808,left,10:41:30:059,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
561,training(32).mov,True,right,3,vcgpdm_dyn(20)-lvm(25)_final(6).mov,0,83,83,114,,,,,,,,10:41:30:804,10:41:31:560,10:41:34:562,right,10:41:34:946,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
562,vgpdm_dyn(15)-lvm(15)_final(2).mov,False,left,3,training(17).mov,0,84,84,90,,,,,,,,10:41:35:709,10:41:36:448,10:41:39:451,left,10:41:40:151,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
563,training(19).mov,False,right,3,vcgpdm_dyn(20)-lvm(5)_final(8).mov,0,85,85,68,,,,,,,,10:41:40:913,10:41:41:652,10:41:44:671,right,10:41:45:038,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
564,tmp_numprim(8)_final(5).mov,False,left,3,training(36).mov,0,86,86,129,,,,,,,,10:41:45:794,10:41:46:556,10:41:49:559,left,10:41:49:942,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
565,vgpdm_dyn(10)-lvm(35)_final(3).mov,True,left,3,training(10).mov,0,87,87,72,,,,,,,,10:41:50:690,10:41:51:444,10:41:54:447,left,10:41:54:681,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
566,training(15).mov,False,right,3,vgpdm_dyn(5)-lvm(30)_final(9).mov,0,88,88,121,,,,,,,,10:41:55:477,10:41:56:182,10:41:59:182,right,10:41:59:566,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
567,vgpdm_dyn(15)-lvm(30)_final(8).mov,True,left,3,training(27).mov,0,89,89,146,,,,,,,,10:42:00:323,10:42:01:084,10:42:04:070,left,10:42:04:353,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
568,training(8).mov,False,right,3,vgpdm_dyn(20)-lvm(25)_final(9).mov,0,90,90,74,,,,,,,,10:42:05:109,10:42:05:854,10:42:08:857,right,10:42:09:524,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
569,training(26).mov,False,right,3,vgpdm_dyn(20)-lvm(5)_final(2).mov,0,91,91,116,,,,,,,,10:42:10:280,10:42:11:026,10:42:14:014,right,10:42:14:348,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
570,training(9).mov,False,right,3,vgpdm_dyn(5)-lvm(30)_final(6).mov,0,92,92,154,,,,,,,,10:42:15:107,10:42:15:865,10:42:18:851,right,10:42:19:251,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
571,training(6).mov,False,right,3,vcgpdm_dyn(15)-lvm(20)_final(8).mov,0,93,93,158,,,,,,,,10:42:20:004,10:42:20:769,10:42:23:755,right,10:42:24:172,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
572,training(1).mov,False,right,3,vgpdm_dyn(35)-lvm(35)_final(2).mov,0,94,94,95,,,,,,,,10:42:24:930,10:42:25:690,10:42:28:677,right,10:42:29:077,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
573,training(32).mov,True,right,3,vgpdm_dyn(10)-lvm(5)_final(6).mov,0,95,95,39,,,,,,,,10:42:30:001,10:42:30:578,10:42:33:597,right,10:42:34:048,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
574,vcgpdm_dyn(10)-lvm(5)_final(4).mov,False,left,3,training(37).mov,0,96,96,106,,,,,,,,10:42:34:809,10:42:35:549,10:42:38:552,left,10:42:39:252,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
575,vcgpdm_dyn(30)-lvm(25)_final(7).mov,True,left,3,training(40).mov,0,97,97,54,,,,,,,,10:42:40:004,10:42:40:770,10:42:43:772,left,10:42:44:089,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
576,training(23).mov,True,right,3,tmp_numprim(3)_final(4).mov,0,98,98,19,,,,,,,,10:42:44:854,10:42:45:590,10:42:48:592,right,10:42:48:976,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
577,training(30).mov,True,right,3,dmp_npsi(15)_final(2).mov,0,99,99,103,,,,,,,,10:42:49:753,10:42:50:477,10:42:53:479,right,10:42:53:779,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
578,vcgpdm_dyn(20)-lvm(15)_final(7).mov,True,left,3,training(4).mov,0,100,100,61,,,,,,,,10:42:54:536,10:42:55:281,10:42:58:283,left,10:42:58:550,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
579,vcgpdm_dyn(15)-lvm(30)_final(6).mov,True,left,3,training(6).mov,0,101,101,160,,,,,,,,10:42:59:302,10:43:00:051,10:43:03:039,left,10:43:03:290,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
580,vcgpdm_dyn(15)-lvm(10)_final(6).mov,False,left,3,training(39).mov,0,102,102,77,,,,,,,,10:43:04:039,10:43:04:791,10:43:07:794,right,10:43:08:277,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
581,dmp_npsi(25)_final(3).mov,True,left,3,training(14).mov,0,103,103,20,,,,,,,,10:43:09:220,10:43:09:778,10:43:12:781,left,10:43:13:048,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
582,training(3).mov,True,right,3,vcgpdm_dyn(35)-lvm(35)_final(0)_bad.mov,0,104,104,156,,,,,,,,10:43:13:999,10:43:14:549,10:43:17:551,right,10:43:18:269,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
583,tmp_numprim(5)_final(7).mov,False,left,3,training(13).mov,0,105,105,131,,,,,,,,10:43:19:033,10:43:19:770,10:43:22:773,right,10:43:23:441,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
584,vcgpdm_dyn(30)-lvm(30)_final(8).mov,True,left,3,training(48).mov,0,106,106,16,,,,,,,,10:43:24:209,10:43:24:942,10:43:27:944,left,10:43:28:211,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
585,vgpdm_dyn(20)-lvm(35)_final(3).mov,False,left,3,training(24).mov,0,107,107,117,,,,,,,,10:43:28:976,10:43:29:712,10:43:32:715,left,10:43:33:082,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
586,training(17).mov,False,right,3,vcgpdm_dyn(35)-lvm(30)_final(9).mov,0,108,108,99,,,,,,,,10:43:33:838,10:43:34:583,10:43:37:583,right,10:43:37:984,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
587,training(6).mov,True,right,3,dmp_npsi(40)_final(5).mov,0,109,109,75,,,,,,,,10:43:38:731,10:43:39:486,10:43:42:489,right,10:43:42:756,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
588,training(15).mov,False,right,3,vgpdm_dyn(10)-lvm(10)_final(1).mov,0,110,110,107,,,,,,,,10:43:43:508,10:43:44:256,10:43:47:259,right,10:43:47:593,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
589,vgpdm_dyn(30)-lvm(15)_final(0).mov,True,left,3,training(29).mov,0,111,111,25,,,,,,,,10:43:48:352,10:43:49:094,10:43:52:165,left,10:43:52:565,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
590,training(6).mov,True,right,3,vgpdm_dyn(10)-lvm(25)_final(2).mov,0,112,112,66,,,,,,,,10:43:53:313,10:43:54:066,10:43:57:070,left,10:43:57:353,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
591,vcgpdm_dyn(15)-lvm(35)_final(2).mov,True,left,3,training(33).mov,0,113,113,40,,,,,,,,10:43:58:927,10:43:58:927,10:44:01:857,left,10:44:02:257,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
592,vgpdm_dyn(35)-lvm(20)_final(1)_out_of_screen.mov,True,left,3,training(17).mov,0,114,114,97,,,,,,,,10:44:03:003,10:44:03:758,10:44:06:761,left,10:44:07:128,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
593,training(31).mov,False,right,3,vgpdm_dyn(25)-lvm(20)_final(2).mov,0,115,115,100,,,,,,,,10:44:07:890,10:44:08:646,10:44:11:631,right,10:44:12:048,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
594,training(29).mov,False,right,3,vcgpdm_dyn(25)-lvm(15)_final(8).mov,0,116,116,70,,,,,,,,10:44:12:808,10:44:13:551,10:44:16:553,left,10:44:16:870,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
595,vcgpdm_dyn(20)-lvm(25)_final(4).mov,False,left,3,training(6).mov,0,117,117,79,,,,,,,,10:44:17:615,10:44:18:371,10:44:21:390,left,10:44:21:941,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
596,training(16).mov,False,right,3,dmp_npsi(30)_final(4).mov,0,118,118,163,,,,,,,,10:44:22:691,10:44:23:459,10:44:26:444,right,10:44:27:827,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
597,vcgpdm_dyn(15)-lvm(5)_final(8).mov,True,left,3,training(31).mov,0,119,119,133,,,,,,,,10:44:28:572,10:44:29:328,10:44:32:332,left,10:44:32:649,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
598,vgpdm_dyn(30)-lvm(25)_final(2).mov,True,left,3,training(7).mov,0,120,120,135,,,,,,,,10:44:33:401,10:44:34:150,10:44:37:152,left,10:44:37:353,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
599,catch(0).mov,True,catchtrial,3,training(21).mov,0,121,121,132,,,,,,,,10:44:38:281,10:44:38:853,10:44:41:858,left,10:44:42:175,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
600,training(23).mov,False,right,3,map_gpdm_final(4).mov,0,122,122,27,,,,,,,,10:44:42:926,10:44:43:676,10:44:46:678,right,10:44:47:312,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
601,vcgpdm_dyn(5)-lvm(15)_final(5).mov,True,left,3,training(26).mov,0,123,123,10,,,,,,,,10:44:48:069,10:44:48:814,10:44:51:817,left,10:44:52:834,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
602,vgpdm_dyn(15)-lvm(20)_final(7)_out_of_screen.mov,True,left,3,training(16).mov,0,124,124,83,,,,,,,,10:44:53:583,10:44:54:335,10:44:57:338,left,10:44:57:655,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
603,vgpdm_dyn(30)-lvm(10)_final(8).mov,True,left,3,training(22).mov,0,125,125,96,,,,,,,,10:44:58:897,10:44:59:406,10:45:02:159,left,10:45:02:559,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
604,vcgpdm_dyn(25)-lvm(20)_final(8).mov,True,left,3,training(10).mov,0,126,126,141,,,,,,,,10:45:03:498,10:45:04:060,10:45:07:063,right,10:45:07:480,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
605,vcgpdm_dyn(20)-lvm(25)_final(5).mov,True,left,3,training(35).mov,0,127,127,80,,,,,,,,10:45:08:235,10:45:08:982,10:45:11:984,left,10:45:12:335,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
606,training(16).mov,True,right,3,vcgpdm_dyn(10)-lvm(5)_final(9).mov,0,128,128,94,,,,,,,,10:45:13:109,10:45:13:835,10:45:16:838,right,10:45:17:205,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
607,training(48).mov,False,right,3,vcgpdm_dyn(10)-lvm(5)_final(4).mov,0,129,129,110,,,,,,,,10:45:17:969,10:45:18:721,10:45:21:724,right,10:45:22:257,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
608,training(31).mov,False,right,3,vcgpdm_dyn(30)-lvm(35)_final(9).mov,0,130,130,50,,,,,,,,10:45:23:007,10:45:23:759,10:45:26:762,right,10:45:27:112,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
609,vgpdm_dyn(25)-lvm(15)_final(3)_out_of_screen.mov,False,left,3,training(8).mov,0,131,131,147,,,,,,,,10:45:27:875,10:45:28:613,10:45:31:601,left,10:45:32:035,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
610,training(33).mov,False,right,3,vcgpdm_dyn(30)-lvm(20)_final(3).mov,0,132,132,45,,,,,,,,10:45:32:786,10:45:33:536,10:45:36:538,right,10:45:37:055,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
611,training(38).mov,True,right,3,vcgpdm_dyn(25)-lvm(15)_final(8).mov,0,133,133,12,,,,,,,,10:45:37:814,10:45:38:573,10:45:41:560,right,10:45:42:011,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
612,vgpdm_dyn(30)-lvm(35)_final(1).mov,True,left,3,training(27).mov,0,134,134,31,,,,,,,,10:45:42:764,10:45:43:528,10:45:46:514,left,10:45:46:864,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
613,training(11).mov,False,right,3,vgpdm_dyn(25)-lvm(30)_final(3).mov,0,135,135,53,,,,,,,,10:45:47:621,10:45:48:365,10:45:51:368,right,10:45:51:902,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
614,vgpdm_dyn(35)-lvm(30)_final(0).mov,False,left,3,training(29).mov,0,136,136,126,,,,,,,,10:45:52:860,10:45:53:403,10:45:56:405,right,10:45:56:722,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
615,training(35).mov,True,right,3,vgpdm_dyn(20)-lvm(30)_final(0).mov,0,137,137,150,,,,,,,,10:45:57:662,10:45:58:241,10:46:01:227,right,10:46:01:560,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
616,training(4).mov,False,right,3,dmp_npsi(50)_final(4).mov,0,138,138,64,,,,,,,,10:46:02:331,10:46:03:062,10:46:06:081,right,10:46:06:448,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
617,vgpdm_dyn(15)-lvm(5)_final(9).mov,False,left,3,training(2).mov,0,139,139,18,,,,,,,,10:46:07:195,10:46:07:964,10:46:10:950,right,10:46:11:283,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
618,vcgpdm_dyn(10)-lvm(15)_final(0).mov,False,left,3,training(33).mov,0,140,140,13,,,,,,,,10:46:12:034,10:46:12:784,10:46:15:788,left,10:46:15:988,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
619,vgpdm_dyn(10)-lvm(5)_final(9).mov,True,left,3,training(17).mov,0,141,141,145,,,,,,,,10:46:16:750,10:46:17:489,10:46:20:477,left,10:46:20:777,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
620,vcgpdm_dyn(25)-lvm(20)_final(6).mov,True,left,3,training(27).mov,0,142,142,93,,,,,,,,10:46:21:540,10:46:22:278,10:46:25:297,right,10:46:25:981,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
621,vgpdm_dyn(30)-lvm(25)_final(5).mov,False,left,3,training(36).mov,0,143,143,38,,,,,,,,10:46:26:734,10:46:27:482,10:46:30:501,left,10:46:30:868,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
622,vcgpdm_dyn(25)-lvm(5)_final(1).mov,False,left,3,training(48).mov,0,144,144,165,,,,,,,,10:46:31:652,10:46:32:370,10:46:35:373,left,10:46:35:907,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
623,training(39).mov,False,right,3,vgpdm_dyn(20)-lvm(15)_final(0).mov,0,145,145,23,,,,,,,,10:46:36:741,10:46:37:425,10:46:40:410,right,10:46:40:727,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
624,training(23).mov,False,right,3,vcgpdm_dyn(20)-lvm(25)_final(8).mov,0,146,146,0,,,,,,,,10:46:41:490,10:46:42:245,10:46:45:248,right,10:46:45:698,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
625,vcgpdm_dyn(5)-lvm(10)_final(3).mov,True,left,3,training(0).mov,0,147,147,115,,,,,,,,10:46:46:455,10:46:47:216,10:46:50:218,left,10:46:50:586,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
626,training(6).mov,False,right,3,map_cgpdm_final(7).mov,0,148,148,41,,,,,,,,10:46:51:338,10:46:52:087,10:46:55:090,right,10:46:55:507,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
627,vcgpdm_dyn(30)-lvm(10)_final(4).mov,False,left,3,training(8).mov,0,149,149,56,,,,,,,,10:46:56:262,10:46:57:008,10:47:00:009,left,10:47:00:459,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
628,training(3).mov,True,right,3,vcgpdm_dyn(5)-lvm(15)_final(7).mov,0,150,150,101,,,,,,,,10:47:01:216,10:47:01:960,10:47:04:963,right,10:47:05:430,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
629,vgpdm_dyn(30)-lvm(25)_final(2).mov,True,left,3,training(8).mov,0,151,151,32,,,,,,,,10:47:06:389,10:47:06:931,10:47:09:935,left,10:47:10:518,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
630,training(13).mov,True,right,3,vcgpdm_dyn(30)-lvm(25)_final(1).mov,0,152,152,67,,,,,,,,10:47:12:905,10:47:12:907,10:47:15:007,right,10:47:16:792,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
631,training(15).mov,False,right,3,vgpdm_dyn(35)-lvm(35)_final(0).mov,0,153,153,88,,,,,,,,10:47:18:410,10:47:18:410,10:47:21:296,left,10:47:21:929,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
632,training(4).mov,True,right,3,tmp_numprim(9)_final(7).mov,0,154,154,104,,,,,,,,10:47:23:364,10:47:23:881,10:47:26:434,right,10:47:27:451,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
633,tmp_numprim(5)_final(8).mov,True,left,3,training(25).mov,0,155,155,159,,,,,,,,10:47:28:857,10:47:29:370,10:47:31:972,left,10:47:32:939,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
634,vgpdm_dyn(25)-lvm(30)_final(3).mov,False,left,3,training(13).mov,0,156,156,105,,,,,,,,10:47:34:326,10:47:34:841,10:47:37:443,left,10:47:37:827,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
635,vcgpdm_dyn(35)-lvm(5)_final(0).mov,True,left,3,training(15).mov,0,157,157,149,,,,,,,,10:47:39:064,10:47:39:578,10:47:42:330,left,10:47:42:714,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
636,training(13).mov,False,right,3,vgpdm_dyn(20)-lvm(30)_final(2).mov,0,158,158,11,,,,,,,,10:47:43:887,10:47:44:399,10:47:47:235,left,10:47:47:653,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
637,vcgpdm_dyn(35)-lvm(25)_final(6).mov,True,left,3,training(8).mov,0,159,159,161,,,,,,,,10:47:48:875,10:47:49:385,10:47:52:171,left,10:47:52:521,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
638,dmp_npsi(45)_final(1).mov,False,left,3,training(34).mov,0,160,160,130,,,,,,,,10:47:53:624,10:47:54:139,10:47:57:024,left,10:47:57:508,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
639,training(24).mov,True,right,3,vcgpdm_dyn(5)-lvm(35)_final(4)_bad.mov,0,161,161,82,,,,,,,,10:47:59:730,10:47:59:730,10:48:01:998,right,10:48:02:498,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
640,vcgpdm_dyn(35)-lvm(5)_final(4).mov,False,left,3,training(24).mov,0,162,162,29,,,,,,,,10:48:03:285,10:48:03:999,10:48:07:002,right,10:48:07:503,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
641,vgpdm_dyn(10)-lvm(35)_final(1).mov,True,left,3,training(21).mov,0,163,163,63,,,,,,,,10:48:09:182,10:48:09:182,10:48:12:006,left,10:48:12:457,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
642,training(29).mov,True,right,3,vgpdm_dyn(10)-lvm(25)_final(9).mov,0,164,164,108,,,,,,,,10:48:13:424,10:48:13:958,10:48:16:960,left,10:48:17:394,2018_Jun_06_0945,59.9334844749,MP-Perception Experiment,xx11m26,
