trial_number,right,flipped,correct,block,left,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,flipwelcome.keys,flipwelcome.corr,flipwelcome.rt,flippreparations.keys,flippreparations.rt,flipInstructions.keys,flipInstructions.rt,time_at_fixation_cross_onset,time_at_videoonset,time_at_videoend,participant_key_response,time_at_key_response,key_resp_4.keys,key_resp_4.rt,date,frameRate,expName,participant,
,,,,,,,,,,space,0,139.103224318,,,,,,,,,,,,2018_Jun_13_0942,59.9545514461,MP-Perception Experiment,xx19w24,
,,,,,,,,,,,,,space,13.3764967123,,,,,,,,,,2018_Jun_13_0942,59.9545514461,MP-Perception Experiment,xx19w24,
,,,,,,,,,,,,,,,space,9.00958811406,,,,,,,,2018_Jun_13_0942,59.9545514461,MP-Perception Experiment,xx19w24,
1,vcgpdm_dyn(25)-lvm(20)_final(5).mov,False,left,0,training(29).mov,0,0,0,105,,,,,,,,09:45:00:336,09:45:00:336,09:45:03:289,right,09:45:06:109,,,2018_Jun_13_0942,59.9545514461,MP-Perception Experiment,xx19w24,
2,training(24).mov,False,right,0,vgpdm_dyn(25)-lvm(5)_final(0).mov,0,1,1,102,,,,,,,,09:45:07:061,09:45:07:610,09:45:10:612,left,09:45:12:264,,,2018_Jun_13_0942,59.9545514461,MP-Perception Experiment,xx19w24,
3,training(6).mov,True,right,0,vcgpdm_dyn(20)-lvm(25)_final(0).mov,0,2,2,153,,,,,,,,09:45:13:037,09:45:13:765,09:45:16:767,right,09:45:17:935,,,2018_Jun_13_0942,59.9545514461,MP-Perception Experiment,xx19w24,
4,training(26).mov,True,right,0,vcgpdm_dyn(30)-lvm(30)_final(0).mov,0,3,3,99,,,,,,,,09:45:18:883,09:45:19:436,09:45:22:440,right,09:45:23:157,,,2018_Jun_13_0942,59.9545514461,MP-Perception Experiment,xx19w24,
5,vcgpdm_dyn(30)-lvm(15)_final(6).mov,True,left,0,training(20).mov,0,4,4,61,,,,,,,,09:45:24:115,09:45:24:658,09:45:27:660,right,09:45:29:612,,,2018_Jun_13_0942,59.9545514461,MP-Perception Experiment,xx19w24,
6,vgpdm_dyn(35)-lvm(35)_final(2).mov,True,left,0,training(10).mov,0,5,5,90,,,,,,,,09:45:30:387,09:45:31:113,09:45:34:116,left,09:45:34:616,,,2018_Jun_13_0942,59.9545514461,MP-Perception Experiment,xx19w24,
7,training(16).mov,True,right,0,vgpdm_dyn(10)-lvm(10)_final(9).mov,0,6,6,141,,,,,,,,09:45:35:397,09:45:36:117,09:45:39:118,right,09:45:41:321,,,2018_Jun_13_0942,59.9545514461,MP-Perception Experiment,xx19w24,
