trial_number,right,flipped,correct,block,left,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,flipwelcome.keys,flipwelcome.corr,flipwelcome.rt,flippreparations.keys,flippreparations.rt,flipInstructions.keys,flipInstructions.rt,time_at_fixation_cross_onset,time_at_videoonset,time_at_videoend,participant_key_response,time_at_key_response,date,frameRate,expName,participant,
8,vgpdm_dyn(15)-lvm(5)_final(0).mov,True,left,0,training(33).mov,0,7,7,115,,,,,,,,16:26:40:047,16:26:40:829,16:26:43:815,left,16:26:44:215,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
9,training(0).mov,False,right,0,vgpdm_dyn(10)-lvm(25)_final(0).mov,0,8,8,27,,,,,,,,16:26:44:937,16:26:45:716,16:26:48:720,left,16:26:48:953,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
10,dmp_npsi(30)_final(4).mov,True,left,0,training(33).mov,0,9,9,151,,,,,,,,16:26:49:978,16:26:50:471,16:26:53:442,right,16:26:53:859,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
11,training(34).mov,False,right,0,vgpdm_dyn(30)-lvm(30)_final(4).mov,0,10,10,140,,,,,,,,16:26:54:628,16:26:55:360,16:26:58:363,right,16:26:58:563,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
12,vgpdm_dyn(20)-lvm(15)_final(7).mov,True,left,0,training(38).mov,0,11,11,110,,,,,,,,16:26:59:295,16:27:00:064,16:27:03:066,left,16:27:03:267,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
13,vgpdm_dyn(20)-lvm(30)_final(9).mov,False,left,0,training(41).mov,0,12,12,44,,,,,,,,16:27:03:989,16:27:04:768,16:27:07:771,right,16:27:08:272,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
14,vcgpdm_dyn(35)-lvm(5)_final(5).mov,False,left,0,training(3).mov,0,13,13,152,,,,,,,,16:27:08:991,16:27:09:773,16:27:12:775,left,16:27:13:009,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
15,vgpdm_dyn(30)-lvm(5)_final(1).mov,True,left,0,training(21).mov,0,14,14,116,,,,,,,,16:27:13:743,16:27:14:510,16:27:17:512,right,16:27:17:829,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
16,training(15).mov,False,right,0,vcgpdm_dyn(15)-lvm(20)_final(1).mov,0,15,15,98,,,,,,,,16:27:18:566,16:27:19:330,16:27:22:333,left,16:27:23:034,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
17,vcgpdm_dyn(25)-lvm(20)_final(6).mov,False,left,0,training(16).mov,0,16,16,38,,,,,,,,16:27:23:765,16:27:24:536,16:27:27:538,right,16:27:28:022,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
18,training(3).mov,False,right,0,dmp_npsi(20)_final(4).mov,0,17,17,58,,,,,,,,16:27:28:738,16:27:29:523,16:27:32:524,right,16:27:34:242,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
19,training(9).mov,False,right,0,vcgpdm_dyn(5)-lvm(15)_final(3).mov,0,18,18,154,,,,,,,,16:27:34:970,16:27:35:743,16:27:38:745,right,16:27:38:946,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
20,vcgpdm_dyn(20)-lvm(30)_final(6).mov,False,left,0,training(27).mov,0,19,19,75,,,,,,,,16:27:39:677,16:27:40:447,16:27:43:450,left,16:27:43:784,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
21,training(31).mov,False,right,0,vcgpdm_dyn(10)-lvm(5)_final(8).mov,0,20,20,89,,,,,,,,16:27:44:513,16:27:45:287,16:27:48:273,right,16:27:48:740,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
22,training(37).mov,False,right,0,vcgpdm_dyn(20)-lvm(10)_final(3).mov,0,21,21,52,,,,,,,,16:27:49:492,16:27:50:241,16:27:53:243,left,16:27:53:610,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
23,training(11).mov,False,right,0,vgpdm_dyn(10)-lvm(25)_final(5).mov,0,22,22,90,,,,,,,,16:27:54:419,16:27:55:111,16:27:58:114,right,16:27:58:565,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
24,vgpdm_dyn(10)-lvm(15)_final(6).mov,False,left,0,training(48).mov,0,23,23,114,,,,,,,,16:27:59:290,16:28:00:066,16:28:03:069,left,16:28:03:686,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
25,vcgpdm_dyn(10)-lvm(15)_final(5).mov,True,left,0,training(40).mov,0,24,24,84,,,,,,,,16:28:04:398,16:28:05:187,16:28:08:190,left,16:28:08:623,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
26,training(12).mov,False,right,0,vgpdm_dyn(25)-lvm(35)_final(4).mov,0,25,25,126,,,,,,,,16:28:09:353,16:28:10:124,16:28:13:127,right,16:28:13:311,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
27,vgpdm_dyn(10)-lvm(30)_final(5).mov,False,left,0,training(18).mov,0,26,26,0,,,,,,,,16:28:14:228,16:28:14:812,16:28:17:815,left,16:28:18:265,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
28,training(39).mov,True,right,0,vgpdm_dyn(30)-lvm(25)_final(2).mov,0,27,27,31,,,,,,,,16:28:19:182,16:28:19:767,16:28:22:767,left,16:28:22:984,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
29,map_cgpdm_final(5).mov,False,left,0,training(28).mov,0,28,28,94,,,,,,,,16:28:23:899,16:28:24:485,16:28:27:488,left,16:28:27:771,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
30,training(28).mov,True,right,0,dmp_npsi(45)_final(2).mov,0,29,29,22,,,,,,,,16:28:28:673,16:28:29:272,16:28:32:275,left,16:28:32:992,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
31,vgpdm_dyn(10)-lvm(10)_final(0).mov,False,left,0,training(0).mov,0,30,30,81,,,,,,,,16:28:33:900,16:28:34:496,16:28:37:482,left,16:28:37:899,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
32,vcgpdm_dyn(25)-lvm(25)_final(5).mov,False,left,0,training(11).mov,0,31,31,2,,,,,,,,16:28:38:806,16:28:39:400,16:28:42:403,right,16:28:42:720,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
33,vcgpdm_dyn(30)-lvm(20)_final(7).mov,True,left,0,training(32).mov,0,32,32,125,,,,,,,,16:28:43:633,16:28:44:221,16:28:47:223,left,16:28:47:557,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
34,training(48).mov,False,right,0,vgpdm_dyn(5)-lvm(30)_final(7).mov,0,33,33,42,,,,,,,,16:28:48:283,16:28:49:058,16:28:52:061,right,16:28:52:512,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
35,training(31).mov,True,right,0,vcgpdm_dyn(30)-lvm(30)_final(9).mov,0,34,34,122,,,,,,,,16:28:53:239,16:28:54:013,16:28:57:015,right,16:28:57:482,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
36,vcgpdm_dyn(25)-lvm(5)_final(0).mov,False,left,0,training(7).mov,0,35,35,57,,,,,,,,16:28:58:451,16:28:59:000,16:29:01:986,left,16:29:02:236,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
37,training(15).mov,True,right,0,vcgpdm_dyn(20)-lvm(10)_final(9).mov,0,36,36,143,,,,,,,,16:29:02:955,16:29:03:737,16:29:06:740,right,16:29:07:124,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
38,vgpdm_dyn(15)-lvm(5)_final(1).mov,False,left,0,training(35).mov,0,37,37,67,,,,,,,,16:29:07:851,16:29:08:626,16:29:11:626,left,16:29:11:960,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
39,training(8).mov,False,right,0,tmp_numprim(2)_final(9).mov,0,38,38,30,,,,,,,,16:29:12:682,16:29:13:461,16:29:16:464,right,16:29:16:981,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
40,vcgpdm_dyn(10)-lvm(15)_final(2).mov,True,left,0,training(21).mov,0,39,39,128,,,,,,,,16:29:17:709,16:29:18:482,16:29:21:484,left,16:29:21:785,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
41,vgpdm_dyn(15)-lvm(30)_final(5).mov,True,left,0,training(3).mov,0,40,40,78,,,,,,,,16:29:22:509,16:29:23:286,16:29:26:274,left,16:29:26:458,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
42,vcgpdm_dyn(30)-lvm(20)_final(8).mov,False,left,0,training(22).mov,0,41,41,141,,,,,,,,16:29:27:189,16:29:27:959,16:29:30:962,right,16:29:31:379,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
43,tmp_numprim(10)_final(2).mov,True,left,0,training(21).mov,0,42,42,133,,,,,,,,16:29:32:108,16:29:32:880,16:29:35:882,right,16:29:36:499,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
44,training(12).mov,True,right,0,vgpdm_dyn(25)-lvm(30)_final(8).mov,0,43,43,25,,,,,,,,16:29:37:221,16:29:38:000,16:29:41:003,left,16:29:41:103,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
45,vcgpdm_dyn(30)-lvm(10)_final(9).mov,False,left,0,training(28).mov,0,44,44,12,,,,,,,,16:29:41:833,16:29:42:604,16:29:45:608,left,16:29:45:975,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
46,training(4).mov,False,right,0,vcgpdm_dyn(5)-lvm(25)_final(2).mov,0,45,45,70,,,,,,,,16:29:46:741,16:29:47:476,16:29:50:478,right,16:29:50:745,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
47,tmp_numprim(6)_final(2).mov,False,left,0,training(27).mov,0,46,46,127,,,,,,,,16:29:51:470,16:29:52:246,16:29:55:249,right,16:29:55:983,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
48,vcgpdm_dyn(20)-lvm(20)_final(1).mov,True,left,0,training(22).mov,0,47,47,50,,,,,,,,16:29:56:702,16:29:57:484,16:30:00:486,left,16:30:00:719,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
49,training(18).mov,True,right,0,vcgpdm_dyn(5)-lvm(5)_final(0).mov,0,48,48,35,,,,,,,,16:30:01:444,16:30:02:220,16:30:05:223,left,16:30:05:273,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
50,training(35).mov,True,right,0,vgpdm_dyn(15)-lvm(25)_final(6).mov,0,49,49,105,,,,,,,,16:30:06:189,16:30:06:774,16:30:09:776,right,16:30:10:110,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
51,vgpdm_dyn(5)-lvm(15)_final(0).mov,True,left,0,training(15).mov,0,50,50,97,,,,,,,,16:30:11:020,16:30:11:611,16:30:14:599,left,16:30:14:882,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
52,vgpdm_dyn(35)-lvm(5)_final(8).mov,False,left,0,training(11).mov,0,51,51,132,,,,,,,,16:30:15:798,16:30:16:383,16:30:19:387,left,16:30:19:504,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
53,dmp_npsi(45)_final(8).mov,False,left,0,training(25).mov,0,52,52,88,,,,,,,,16:30:20:589,16:30:21:088,16:30:24:007,left,16:30:24:591,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
54,training(23).mov,True,right,0,dmp_npsi(20)_final(2).mov,0,53,53,64,,,,,,,,16:30:25:331,16:30:26:092,16:30:29:095,right,16:30:29:412,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
55,training(27).mov,False,right,0,vcgpdm_dyn(20)-lvm(25)_final(7).mov,0,54,54,135,,,,,,,,16:30:30:316,16:30:30:913,16:30:33:915,right,16:30:34:232,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
56,training(11).mov,False,right,0,vgpdm_dyn(35)-lvm(10)_final(2).mov,0,55,55,153,,,,,,,,16:30:34:957,16:30:35:734,16:30:38:737,right,16:30:40:839,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
57,training(10).mov,False,right,0,vgpdm_dyn(10)-lvm(25)_final(4).mov,0,56,56,142,,,,,,,,16:30:41:758,16:30:42:340,16:30:45:342,left,16:30:45:726,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
58,tmp_numprim(4)_final(7).mov,True,left,0,training(17).mov,0,57,57,72,,,,,,,,16:30:46:599,16:30:47:227,16:30:50:230,left,16:30:50:380,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
59,vcgpdm_dyn(15)-lvm(25)_final(4).mov,True,left,0,training(34).mov,0,58,58,69,,,,,,,,16:30:51:117,16:30:51:896,16:30:54:899,left,16:30:55:299,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
60,training(15).mov,False,right,0,vgpdm_dyn(10)-lvm(15)_final(0).mov,0,59,59,18,,,,,,,,16:30:56:204,16:30:56:801,16:30:59:803,right,16:31:00:137,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
61,vcgpdm_dyn(5)-lvm(20)_final(5).mov,False,left,0,training(8).mov,0,60,60,113,,,,,,,,16:31:01:064,16:31:01:638,16:31:04:625,right,16:31:04:992,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
62,training(23).mov,False,right,0,vgpdm_dyn(30)-lvm(15)_final(2).mov,0,61,61,23,,,,,,,,16:31:05:909,16:31:06:493,16:31:09:496,right,16:31:09:663,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
63,vcgpdm_dyn(25)-lvm(15)_final(1).mov,False,left,0,training(37).mov,0,62,62,91,,,,,,,,16:31:10:385,16:31:11:165,16:31:14:168,left,16:31:14:484,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
64,vcgpdm_dyn(10)-lvm(15)_final(3).mov,True,left,0,training(6).mov,0,63,63,145,,,,,,,,16:31:15:218,16:31:15:985,16:31:18:988,left,16:31:19:472,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
65,training(37).mov,False,right,0,vgpdm_dyn(35)-lvm(15)_final(2)_out_of_screen.mov,0,64,64,106,,,,,,,,16:31:20:199,16:31:20:990,16:31:23:975,right,16:31:24:259,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
66,training(9).mov,False,right,0,vcgpdm_dyn(5)-lvm(5)_final(0).mov,0,65,65,101,,,,,,,,16:31:24:981,16:31:25:760,16:31:28:764,right,16:31:29:214,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
67,vgpdm_dyn(25)-lvm(35)_final(0).mov,False,left,0,training(36).mov,0,66,66,144,,,,,,,,16:31:29:940,16:31:30:715,16:31:33:718,left,16:31:33:968,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
68,training(16).mov,True,right,0,map_cgpdm_final(1).mov,0,67,67,36,,,,,,,,16:31:34:708,16:31:35:469,16:31:38:471,right,16:31:38:872,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
69,vgpdm_dyn(15)-lvm(25)_final(6).mov,False,left,0,training(0).mov,0,68,68,100,,,,,,,,16:31:39:590,16:31:40:373,16:31:43:374,left,16:31:43:657,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
70,dmp_npsi(40)_final(6).mov,True,left,0,training(22).mov,0,69,69,65,,,,,,,,16:31:44:380,16:31:45:158,16:31:48:162,left,16:31:48:529,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
71,vcgpdm_dyn(25)-lvm(5)_final(5).mov,False,left,0,training(12).mov,0,70,70,117,,,,,,,,16:31:49:435,16:31:50:030,16:31:53:017,left,16:31:53:985,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
72,map_gpdm_final(7).mov,True,left,0,training(18).mov,0,71,71,155,,,,,,,,16:31:54:889,16:31:55:486,16:31:58:489,left,16:31:58:972,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
73,training(5).mov,False,right,0,tmp_numprim(5)_final(4).mov,0,72,72,68,,,,,,,,16:31:59:869,16:32:00:473,16:32:03:477,right,16:32:04:094,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
74,tmp_numprim(7)_final(2).mov,False,left,0,training(12).mov,0,73,73,86,,,,,,,,16:32:05:025,16:32:05:612,16:32:08:598,left,16:32:08:898,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
75,tmp_numprim(8)_final(7).mov,False,left,0,training(13).mov,0,74,74,150,,,,,,,,16:32:09:809,16:32:10:399,16:32:13:402,right,16:32:13:985,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
76,vcgpdm_dyn(20)-lvm(35)_final(5).mov,True,left,0,training(33).mov,0,75,75,47,,,,,,,,16:32:14:723,16:32:15:487,16:32:18:489,left,16:32:18:622,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
77,vcgpdm_dyn(25)-lvm(5)_final(2).mov,True,left,0,training(10).mov,0,76,76,108,,,,,,,,16:32:19:524,16:32:20:124,16:32:23:127,right,16:32:23:444,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
78,training(10).mov,False,right,0,vcgpdm_dyn(25)-lvm(10)_final(5).mov,0,77,77,28,,,,,,,,16:32:24:191,16:32:24:945,16:32:27:948,right,16:32:28:498,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
79,tmp_numprim(9)_final(4).mov,True,left,0,training(32).mov,0,78,78,55,,,,,,,,16:32:29:235,16:32:29:999,16:32:33:000,left,16:32:33:984,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
80,vgpdm_dyn(30)-lvm(20)_final(1).mov,True,left,0,training(31).mov,0,79,79,13,,,,,,,,16:32:34:726,16:32:35:485,16:32:38:489,left,16:32:38:772,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
81,training(28).mov,False,right,0,vcgpdm_dyn(30)-lvm(15)_final(4).mov,0,80,80,156,,,,,,,,16:32:39:514,16:32:40:273,16:32:43:276,right,16:32:43:576,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
82,training(17).mov,True,right,0,vgpdm_dyn(35)-lvm(5)_final(4).mov,0,81,81,137,,,,,,,,16:32:44:478,16:32:45:079,16:32:48:065,right,16:32:48:549,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
83,training(30).mov,True,right,0,dmp_npsi(45)_final(8).mov,0,82,82,103,,,,,,,,16:32:49:460,16:32:50:050,16:32:53:052,right,16:32:54:637,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
84,vcgpdm_dyn(25)-lvm(15)_final(2).mov,True,left,0,training(5).mov,0,83,83,15,,,,,,,,16:32:55:543,16:32:56:139,16:32:59:142,left,16:32:59:325,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
85,vcgpdm_dyn(10)-lvm(15)_final(8).mov,False,left,0,training(41).mov,0,84,84,138,,,,,,,,16:33:00:053,16:33:00:826,16:33:03:829,right,16:33:04:229,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
86,vcgpdm_dyn(10)-lvm(35)_final(2).mov,True,left,0,training(11).mov,0,85,85,92,,,,,,,,16:33:04:973,16:33:05:730,16:33:08:733,left,16:33:09:216,2018_Jun_08_1625,59.9480926064,MP-Perception Experiment,xx15w25take2,
