trial_number,right,flipped,correct,block,left,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,flipwelcome.keys,flipwelcome.corr,flipwelcome.rt,flippreparations.keys,flippreparations.rt,flipInstructions.keys,flipInstructions.rt,time_at_fixation_cross_onset,time_at_videoonset,time_at_videoend,participant_key_response,time_at_key_response,key_resp_4.keys,date,frameRate,expName,participant,
,,,,,,,,,,space,0,100.584546996,,,,,,,,,,,2013_Jan_05_1508,59.9667693086,MP-Perception Experiment,xx27w24,
,,,,,,,,,,,,,space,17.9834576661,,,,,,,,,2013_Jan_05_1508,59.9667693086,MP-Perception Experiment,xx27w24,
,,,,,,,,,,,,,,,space,9.40805778839,,,,,,,2013_Jan_05_1508,59.9667693086,MP-Perception Experiment,xx27w24,
1,tmp_numprim(5)_final(4).webm,False,left,0,training(17).webm,0,0,0,46,,,,,,,,15:10:51:741,15:10:52:468,15:10:55:453,left,15:10:56:237,,2013_Jan_05_1508,59.9667693086,MP-Perception Experiment,xx27w24,
2,training(13).webm,False,right,0,vgpdm_dyn(10)-lvm(35)_final(9).webm,0,1,1,5,,,,,,,,15:10:56:993,15:10:57:738,15:11:00:741,right,15:11:01:358,,2013_Jan_05_1508,59.9667693086,MP-Perception Experiment,xx27w24,
3,training(12).webm,True,right,0,vcgpdm_dyn(25)-lvm(15)_final(0).webm,0,2,2,113,,,,,,,,15:11:02:210,15:11:02:859,15:11:05:863,left,15:11:06:463,,2013_Jan_05_1508,59.9667693086,MP-Perception Experiment,xx27w24,
4,training(31).webm,False,right,0,vcgpdm_dyn(25)-lvm(20)_final(8).webm,0,3,3,18,,,,,,,,15:11:07:275,15:11:07:964,15:11:10:967,right,15:11:11:551,,2013_Jan_05_1508,59.9667693086,MP-Perception Experiment,xx27w24,
5,training(4).webm,True,right,0,vcgpdm_dyn(15)-lvm(25)_final(3).webm,0,4,4,10,,,,,,,,15:11:12:406,15:11:13:067,15:11:16:053,left,15:11:16:770,,2013_Jan_05_1508,59.9667693086,MP-Perception Experiment,xx27w24,
6,training(32).webm,False,right,0,tmp_numprim(4)_final(6).webm,0,5,5,134,,,,,,,,15:11:17:597,15:11:18:271,15:11:21:273,right,15:11:21:674,,2013_Jan_05_1508,59.9667693086,MP-Perception Experiment,xx27w24,
7,vgpdm_dyn(30)-lvm(20)_final(7).webm,True,left,0,training(3).webm,0,6,6,85,,,,,,,,15:11:22:496,15:11:23:176,15:11:26:163,left,15:11:26:897,,2013_Jan_05_1508,59.9667693086,MP-Perception Experiment,xx27w24,
8,training(6).webm,False,right,0,vcgpdm_dyn(35)-lvm(25)_final(1).webm,0,7,7,38,,,,,,,,15:11:27:741,15:11:28:398,15:11:31:401,right,15:11:32:052,,2013_Jan_05_1508,59.9667693086,MP-Perception Experiment,xx27w24,
9,training(5).webm,False,right,0,vcgpdm_dyn(15)-lvm(5)_final(8).webm,0,8,8,26,,,,,,,,15:11:32:742,15:11:33:553,15:11:36:555,right,15:11:37:106,,2013_Jan_05_1508,59.9667693086,MP-Perception Experiment,xx27w24,
10,vgpdm_dyn(25)-lvm(5)_final(0).webm,False,left,0,training(10).webm,0,9,9,65,,,,,,,,15:11:37:949,15:11:38:607,15:11:41:610,right,15:11:42:111,,2013_Jan_05_1508,59.9667693086,MP-Perception Experiment,xx27w24,
11,vgpdm_dyn(20)-lvm(20)_final(4).webm,False,left,0,training(8).webm,0,10,10,117,,,,,,,,15:11:42:794,15:11:43:612,15:11:46:614,right,15:11:46:831,,2013_Jan_05_1508,59.9667693086,MP-Perception Experiment,xx27w24,
12,training(32).webm,True,right,0,dmp_npsi(25)_final(9).webm,0,11,11,109,,,,,,,,15:11:47:514,15:11:48:332,15:11:51:335,right,15:11:51:818,,2013_Jan_05_1508,59.9667693086,MP-Perception Experiment,xx27w24,
13,training(27).webm,False,right,0,vcgpdm_dyn(25)-lvm(25)_final(7).webm,0,12,12,133,,,,,,,,15:11:52:527,15:11:53:320,15:11:56:322,right,15:11:56:856,,2013_Jan_05_1508,59.9667693086,MP-Perception Experiment,xx27w24,
14,training(8).webm,False,right,0,vcgpdm_dyn(30)-lvm(25)_final(0).webm,0,13,13,3,,,,,,,,15:11:57:685,15:11:58:358,15:12:01:361,right,15:12:01:761,,2013_Jan_05_1508,59.9667693086,MP-Perception Experiment,xx27w24,
15,vgpdm_dyn(5)-lvm(10)_final(2).webm,True,left,0,training(17).webm,0,14,14,135,,,,,,,,15:12:02:436,15:12:03:277,15:12:06:263,left,15:12:06:796,,2013_Jan_05_1508,59.9667693086,MP-Perception Experiment,xx27w24,
16,training(13).webm,False,right,0,map_cgpdm_final(2).webm,0,15,15,107,,,,,,,,15:12:07:641,15:12:08:298,15:12:11:300,right,15:12:11:734,,2013_Jan_05_1508,59.9667693086,MP-Perception Experiment,xx27w24,
17,training(19).webm,True,right,0,vgpdm_dyn(10)-lvm(10)_final(4).webm,0,16,16,123,,,,,,,,15:12:12:496,15:12:13:235,15:12:16:223,left,15:12:16:707,,2013_Jan_05_1508,59.9667693086,MP-Perception Experiment,xx27w24,
18,training(11).webm,True,right,0,vgpdm_dyn(20)-lvm(20)_final(0).webm,0,17,17,87,,,,,,,,15:12:17:558,15:12:18:208,15:12:21:211,left,15:12:22:112,,2013_Jan_05_1508,59.9667693086,MP-Perception Experiment,xx27w24,
19,training(40).webm,True,right,0,vcgpdm_dyn(30)-lvm(15)_final(6).webm,0,18,18,101,,,,,,,,15:12:22:802,15:12:23:613,15:12:26:615,right,15:12:27:232,,2013_Jan_05_1508,59.9667693086,MP-Perception Experiment,xx27w24,
