trial_number,right,flipped,correct,block,left,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,flipwelcome.keys,flipwelcome.corr,flipwelcome.rt,flippreparations.keys,flippreparations.rt,flipInstructions.keys,flipInstructions.rt,time_at_fixation_cross_onset,time_at_videoonset,time_at_videoend,participant_key_response,time_at_key_response,key_resp_4.keys,key_resp_4.rt,date,frameRate,expName,participant,
341,vgpdm_dyn(10)-lvm(15)_final(7).mov,False,left,2,training(12).mov,0,22,22,31,,,,,,,,14:08:15:069,14:08:15:822,14:08:18:825,right,14:08:19:175,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
342,vgpdm_dyn(30)-lvm(5)_final(5).mov,True,left,2,training(11).mov,0,23,23,112,,,,,,,,14:08:19:951,14:08:20:691,14:08:23:678,left,14:08:24:028,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
343,vgpdm_dyn(30)-lvm(30)_final(5).mov,False,left,2,training(39).mov,0,24,24,65,,,,,,,,14:08:24:781,14:08:25:529,14:08:28:532,left,14:08:28:782,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
344,vcgpdm_dyn(25)-lvm(35)_final(2).mov,False,left,2,training(0).mov,0,25,25,54,,,,,,,,14:08:29:525,14:08:30:283,14:08:33:271,left,14:08:33:621,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
345,vcgpdm_dyn(5)-lvm(5)_final(2).mov,False,left,2,training(5).mov,0,26,26,66,,,,,,,,14:08:34:404,14:08:35:122,14:08:38:125,left,14:08:38:475,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
346,training(21).mov,True,right,2,vcgpdm_dyn(35)-lvm(30)_final(3).mov,0,27,27,84,,,,,,,,14:08:39:233,14:08:39:976,14:08:42:979,right,14:08:43:297,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
347,training(38).mov,False,right,2,tmp_numprim(5)_final(4).mov,0,28,28,131,,,,,,,,14:08:44:042,14:08:44:798,14:08:47:817,left,14:08:48:267,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
348,vcgpdm_dyn(20)-lvm(10)_final(8).mov,True,left,2,training(2).mov,0,29,29,122,,,,,,,,14:08:49:024,14:08:49:768,14:08:52:771,left,14:08:53:238,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
349,training(31).mov,False,right,2,vgpdm_dyn(30)-lvm(5)_final(5).mov,0,30,30,22,,,,,,,,14:08:53:990,14:08:54:739,14:08:57:758,right,14:08:58:108,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
350,training(22).mov,False,right,2,map_gpdm_final(7).mov,0,31,31,25,,,,,,,,14:08:58:864,14:08:59:611,14:09:02:613,right,14:09:02:880,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
351,training(27).mov,True,right,2,vgpdm_dyn(5)-lvm(20)_final(2).mov,0,32,32,2,,,,,,,,14:09:03:651,14:09:04:398,14:09:07:384,right,14:09:07:917,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
352,training(22).mov,False,right,2,vcgpdm_dyn(5)-lvm(10)_final(1).mov,0,33,33,5,,,,,,,,14:09:08:670,14:09:09:419,14:09:12:419,right,14:09:12:720,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
353,vcgpdm_dyn(35)-lvm(5)_final(4).mov,False,left,2,training(7).mov,0,34,34,116,,,,,,,,14:09:13:478,14:09:14:221,14:09:17:224,left,14:09:17:541,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
354,vcgpdm_dyn(5)-lvm(5)_final(2).mov,False,left,2,training(15).mov,0,35,35,145,,,,,,,,14:09:18:290,14:09:19:042,14:09:22:045,left,14:09:22:429,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
355,training(5).mov,True,right,2,vgpdm_dyn(30)-lvm(20)_final(7).mov,0,36,36,14,,,,,,,,14:09:23:200,14:09:23:946,14:09:26:934,right,14:09:27:351,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
356,vcgpdm_dyn(10)-lvm(35)_final(1).mov,True,left,2,training(21).mov,0,37,37,52,,,,,,,,14:09:28:103,14:09:28:852,14:09:31:855,left,14:09:32:171,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
357,vgpdm_dyn(5)-lvm(25)_final(1)_out_of_screen.mov,True,left,2,training(28).mov,0,38,38,158,,,,,,,,14:09:32:929,14:09:33:673,14:09:36:676,left,14:09:37:060,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
358,vcgpdm_dyn(15)-lvm(25)_final(2).mov,False,left,2,training(28).mov,0,39,39,55,,,,,,,,14:09:37:812,14:09:38:578,14:09:41:563,left,14:09:41:997,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
359,training(18).mov,True,right,2,vgpdm_dyn(20)-lvm(15)_final(2).mov,0,40,40,39,,,,,,,,14:09:42:756,14:09:43:515,14:09:46:517,right,14:09:46:834,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
360,training(8).mov,True,right,2,vcgpdm_dyn(20)-lvm(15)_final(8).mov,0,41,41,86,,,,,,,,14:09:47:583,14:09:48:335,14:09:51:339,right,14:09:51:656,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
361,vcgpdm_dyn(30)-lvm(25)_final(1).mov,False,left,2,training(14).mov,0,42,42,37,,,,,,,,14:09:52:405,14:09:53:174,14:09:56:159,left,14:09:56:476,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
362,training(41).mov,False,right,2,tmp_numprim(8)_final(4).mov,0,43,43,138,,,,,,,,14:09:57:258,14:09:57:977,14:10:00:978,right,14:10:01:395,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
363,training(8).mov,True,right,2,vgpdm_dyn(35)-lvm(35)_final(0).mov,0,44,44,38,,,,,,,,14:10:02:150,14:10:02:896,14:10:05:899,right,14:10:06:249,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
364,training(4).mov,True,right,2,vgpdm_dyn(25)-lvm(30)_final(5).mov,0,45,45,100,,,,,,,,14:10:07:001,14:10:07:750,14:10:10:754,left,14:10:11:237,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
365,training(18).mov,True,right,2,dmp_npsi(15)_final(2).mov,0,46,46,113,,,,,,,,14:10:11:990,14:10:12:740,14:10:15:726,right,14:10:16:144,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
366,training(35).mov,False,right,2,tmp_numprim(8)_final(3).mov,0,47,47,41,,,,,,,,14:10:16:904,14:10:17:661,14:10:20:647,right,14:10:21:447,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
367,vgpdm_dyn(15)-lvm(25)_final(4).mov,True,left,2,training(0).mov,0,48,48,107,,,,,,,,14:10:22:197,14:10:22:949,14:10:25:952,left,14:10:26:286,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
368,training(13).mov,False,right,2,vgpdm_dyn(15)-lvm(5)_final(7).mov,0,49,49,142,,,,,,,,14:10:27:693,14:10:28:204,14:10:30:789,left,14:10:31:557,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
369,training(8).mov,True,right,2,dmp_npsi(25)_final(8).mov,0,50,50,144,,,,,,,,14:10:32:318,14:10:33:058,14:10:36:060,right,14:10:36:444,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
370,vgpdm_dyn(20)-lvm(10)_final(4)_out_of_screen.mov,True,left,2,training(10).mov,0,51,51,15,,,,,,,,14:10:37:200,14:10:37:945,14:10:40:948,left,14:10:41:431,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
371,vcgpdm_dyn(15)-lvm(35)_final(4).mov,False,left,2,training(25).mov,0,52,52,111,,,,,,,,14:10:42:229,14:10:42:932,14:10:45:936,right,14:10:46:269,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
372,vcgpdm_dyn(20)-lvm(35)_final(0).mov,True,left,2,training(23).mov,0,53,53,16,,,,,,,,14:10:47:028,14:10:47:771,14:10:50:771,left,14:10:51:373,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
373,vgpdm_dyn(15)-lvm(15)_final(5).mov,False,left,2,training(48).mov,0,54,54,153,,,,,,,,14:10:52:128,14:10:52:890,14:10:55:875,left,14:10:56:209,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
374,training(41).mov,False,right,2,vgpdm_dyn(5)-lvm(15)_final(8).mov,0,55,55,127,,,,,,,,14:10:56:995,14:10:57:710,14:11:00:714,right,14:11:01:031,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
375,training(26).mov,False,right,2,vcgpdm_dyn(15)-lvm(15)_final(2).mov,0,56,56,53,,,,,,,,14:11:01:797,14:11:02:532,14:11:05:536,right,14:11:05:836,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
376,vgpdm_dyn(5)-lvm(10)_final(2).mov,True,left,2,training(39).mov,0,57,57,35,,,,,,,,14:11:06:591,14:11:07:337,14:11:10:340,left,14:11:10:657,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
377,training(19).mov,True,right,2,vcgpdm_dyn(25)-lvm(30)_final(8).mov,0,58,58,75,,,,,,,,14:11:11:404,14:11:12:175,14:11:15:177,left,14:11:15:494,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
378,vcgpdm_dyn(25)-lvm(35)_final(9).mov,True,left,2,training(27).mov,0,59,59,98,,,,,,,,14:11:16:256,14:11:16:995,14:11:20:015,left,14:11:20:432,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
379,vgpdm_dyn(35)-lvm(25)_final(6).mov,True,left,2,training(25).mov,0,60,60,130,,,,,,,,14:11:21:188,14:11:21:933,14:11:24:936,left,14:11:25:320,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
380,training(1).mov,False,right,2,tmp_numprim(4)_final(0).mov,0,61,61,94,,,,,,,,14:11:26:077,14:11:26:821,14:11:29:823,right,14:11:30:124,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
381,training(6).mov,False,right,2,vcgpdm_dyn(30)-lvm(15)_final(0).mov,0,62,62,57,,,,,,,,14:11:30:891,14:11:31:625,14:11:34:627,right,14:11:34:994,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
382,training(13).mov,False,right,2,vgpdm_dyn(5)-lvm(15)_final(3).mov,0,63,63,99,,,,,,,,14:11:35:743,14:11:36:496,14:11:39:499,right,14:11:39:782,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
383,map_gpdm_final(8).mov,True,left,2,training(3).mov,0,64,64,1,,,,,,,,14:11:40:551,14:11:41:298,14:11:44:284,left,14:11:44:801,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
384,training(11).mov,False,right,2,dmp_npsi(40)_final(1).mov,0,65,65,118,,,,,,,,14:11:45:560,14:11:46:302,14:11:49:305,right,14:11:49:639,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
385,training(17).mov,True,right,2,vcgpdm_dyn(10)-lvm(10)_final(6).mov,0,66,66,97,,,,,,,,14:11:50:402,14:11:51:140,14:11:54:128,right,14:11:54:445,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
386,vgpdm_dyn(25)-lvm(30)_final(7).mov,True,left,2,training(33).mov,0,67,67,69,,,,,,,,14:11:55:206,14:11:55:946,14:11:58:949,left,14:11:59:282,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
387,training(29).mov,False,right,2,tmp_numprim(3)_final(0).mov,0,68,68,128,,,,,,,,14:12:00:044,14:12:00:783,14:12:03:786,right,14:12:04:120,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
388,vcgpdm_dyn(20)-lvm(10)_final(4).mov,False,left,2,training(19).mov,0,69,69,50,,,,,,,,14:12:04:878,14:12:05:621,14:12:08:623,right,14:12:08:940,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
389,vgpdm_dyn(10)-lvm(30)_final(9).mov,False,left,2,training(39).mov,0,70,70,121,,,,,,,,14:12:09:689,14:12:10:441,14:12:13:461,left,14:12:13:929,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
390,training(9).mov,True,right,2,vgpdm_dyn(15)-lvm(5)_final(3).mov,0,71,71,117,,,,,,,,14:12:14:714,14:12:15:430,14:12:18:432,right,14:12:18:749,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
391,vcgpdm_dyn(25)-lvm(25)_final(4).mov,False,left,2,training(5).mov,0,72,72,137,,,,,,,,14:12:19:503,14:12:20:250,14:12:23:253,right,14:12:23:653,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
392,vgpdm_dyn(25)-lvm(5)_final(2).mov,False,left,2,training(36).mov,0,73,73,95,,,,,,,,14:12:24:743,14:12:25:254,14:12:28:158,right,14:12:28:525,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
393,vcgpdm_dyn(25)-lvm(15)_final(9).mov,True,left,2,training(3).mov,0,74,74,126,,,,,,,,14:12:29:288,14:12:30:026,14:12:33:043,right,14:12:33:327,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
394,dmp_npsi(25)_final(8).mov,False,left,2,training(38).mov,0,75,75,80,,,,,,,,14:12:34:085,14:12:34:828,14:12:37:830,left,14:12:38:231,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
395,tmp_numprim(6)_final(9).mov,False,left,2,training(10).mov,0,76,76,104,,,,,,,,14:12:38:991,14:12:39:749,14:12:42:734,left,14:12:43:101,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
396,vgpdm_dyn(25)-lvm(20)_final(0).mov,False,left,2,training(25).mov,0,77,77,88,,,,,,,,14:12:43:863,14:12:44:602,14:12:47:591,right,14:12:47:908,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
397,map_cgpdm_final(0).mov,True,left,2,training(38).mov,0,78,78,32,,,,,,,,14:12:48:678,14:12:49:426,14:12:52:411,left,14:12:52:845,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
398,vcgpdm_dyn(30)-lvm(15)_final(8).mov,True,left,2,training(4).mov,0,79,79,77,,,,,,,,14:12:53:604,14:12:54:363,14:12:57:349,right,14:12:57:716,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
399,training(30).mov,True,right,2,vgpdm_dyn(25)-lvm(5)_final(7).mov,0,80,80,70,,,,,,,,14:12:58:463,14:12:59:217,14:13:02:219,right,14:13:02:553,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
400,training(21).mov,True,right,2,vcgpdm_dyn(10)-lvm(20)_final(5).mov,0,81,81,78,,,,,,,,14:13:03:310,14:13:04:055,14:13:07:058,right,14:13:07:341,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
401,training(13).mov,True,right,2,vcgpdm_dyn(15)-lvm(25)_final(6).mov,0,82,82,58,,,,,,,,14:13:08:111,14:13:08:842,14:13:11:862,right,14:13:12:162,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
402,training(39).mov,True,right,2,vgpdm_dyn(35)-lvm(30)_final(3).mov,0,83,83,61,,,,,,,,14:13:12:911,14:13:13:663,14:13:16:665,left,14:13:16:983,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
403,training(17).mov,False,right,2,vcgpdm_dyn(20)-lvm(25)_final(4).mov,0,84,84,109,,,,,,,,14:13:17:747,14:13:18:484,14:13:21:485,right,14:13:21:986,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
404,vgpdm_dyn(30)-lvm(10)_final(8).mov,False,left,2,training(2).mov,0,85,85,72,,,,,,,,14:13:22:740,14:13:23:504,14:13:26:489,left,14:13:27:006,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
405,training(25).mov,False,right,2,vcgpdm_dyn(5)-lvm(20)_final(7).mov,0,86,86,102,,,,,,,,14:13:27:762,14:13:28:524,14:13:31:510,right,14:13:31:944,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
406,vgpdm_dyn(25)-lvm(20)_final(1).mov,True,left,2,training(30).mov,0,87,87,62,,,,,,,,14:13:32:717,14:13:33:447,14:13:36:432,left,14:13:36:766,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
407,tmp_numprim(5)_final(8).mov,True,left,2,training(16).mov,0,88,88,91,,,,,,,,14:13:37:538,14:13:38:268,14:13:41:271,left,14:13:41:921,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
408,training(29).mov,False,right,2,vgpdm_dyn(20)-lvm(25)_final(9).mov,0,89,89,30,,,,,,,,14:13:42:679,14:13:43:422,14:13:46:441,right,14:13:46:742,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
409,training(17).mov,False,right,2,vcgpdm_dyn(15)-lvm(5)_final(0).mov,0,90,90,120,,,,,,,,14:13:47:511,14:13:48:243,14:13:51:245,right,14:13:51:529,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
410,vgpdm_dyn(5)-lvm(20)_final(6).mov,False,left,2,training(27).mov,0,91,91,45,,,,,,,,14:13:52:297,14:13:53:030,14:13:56:034,left,14:13:56:417,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
411,training(14).mov,True,right,2,dmp_npsi(10)_final(8)_bad.mov,0,92,92,4,,,,,,,,14:13:57:176,14:13:57:918,14:14:00:921,right,14:14:01:322,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
412,training(22).mov,True,right,2,vcgpdm_dyn(25)-lvm(15)_final(2).mov,0,93,93,143,,,,,,,,14:14:02:080,14:14:02:839,14:14:05:825,left,14:14:06:092,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
413,training(14).mov,True,right,2,vcgpdm_dyn(25)-lvm(30)_final(2).mov,0,94,94,71,,,,,,,,14:14:06:859,14:14:07:593,14:14:10:595,left,14:14:10:962,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
414,vgpdm_dyn(5)-lvm(20)_final(7).mov,False,left,2,training(32).mov,0,95,95,48,,,,,,,,14:14:11:738,14:14:12:478,14:14:15:482,left,14:14:15:832,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
415,training(3).mov,True,right,2,vcgpdm_dyn(35)-lvm(15)_final(5)_out_of_screen.mov,0,96,96,114,,,,,,,,14:14:16:582,14:14:17:333,14:14:20:336,right,14:14:20:636,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
416,vcgpdm_dyn(25)-lvm(30)_final(6).mov,False,left,2,training(41).mov,0,97,97,7,,,,,,,,14:14:21:405,14:14:22:137,14:14:25:124,left,14:14:25:475,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
417,training(27).mov,False,right,2,vcgpdm_dyn(25)-lvm(15)_final(9).mov,0,98,98,148,,,,,,,,14:14:26:230,14:14:26:976,14:14:29:979,right,14:14:30:397,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
418,vcgpdm_dyn(10)-lvm(30)_final(1).mov,True,left,2,training(29).mov,0,99,99,21,,,,,,,,14:14:31:163,14:14:31:898,14:14:34:900,left,14:14:35:434,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
419,vgpdm_dyn(10)-lvm(30)_final(6).mov,False,left,2,training(7).mov,0,100,100,8,,,,,,,,14:14:36:186,14:14:36:935,14:14:39:938,left,14:14:40:255,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
420,training(33).mov,False,right,2,vgpdm_dyn(15)-lvm(25)_final(7).mov,0,101,101,3,,,,,,,,14:14:41:028,14:14:41:756,14:14:44:758,right,14:14:45:059,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
421,training(1).mov,True,right,2,vcgpdm_dyn(20)-lvm(25)_final(7).mov,0,102,102,101,,,,,,,,14:14:46:257,14:14:46:776,14:14:49:563,right,14:14:49:930,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
422,training(25).mov,True,right,2,tmp_numprim(3)_final(0).mov,0,103,103,152,,,,,,,,14:14:50:674,14:14:51:431,14:14:54:434,right,14:14:54:817,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
423,vcgpdm_dyn(35)-lvm(30)_final(0).mov,False,left,2,training(1).mov,0,104,104,119,,,,,,,,14:14:55:597,14:14:56:319,14:14:59:337,left,14:14:59:922,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
424,vcgpdm_dyn(25)-lvm(30)_final(6).mov,True,left,2,training(5).mov,0,105,105,134,,,,,,,,14:15:00:667,14:15:01:438,14:15:04:423,left,14:15:04:724,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
425,training(0).mov,False,right,2,vgpdm_dyn(10)-lvm(10)_final(7).mov,0,106,106,74,,,,,,,,14:15:05:482,14:15:06:226,14:15:09:228,right,14:15:09:545,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
426,vcgpdm_dyn(10)-lvm(25)_final(5).mov,False,left,2,training(8).mov,0,107,107,139,,,,,,,,14:15:10:336,14:15:11:046,14:15:14:034,left,14:15:14:434,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
427,vcgpdm_dyn(35)-lvm(10)_final(2).mov,False,left,2,training(29).mov,0,108,108,10,,,,,,,,14:15:15:190,14:15:15:935,14:15:18:938,left,14:15:19:221,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
428,vgpdm_dyn(10)-lvm(5)_final(8).mov,True,left,2,training(7).mov,0,109,109,73,,,,,,,,14:15:19:970,14:15:20:723,14:15:23:726,left,14:15:24:043,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
429,training(0).mov,True,right,2,vgpdm_dyn(35)-lvm(15)_final(0)_out_of_screen.mov,0,110,110,63,,,,,,,,14:15:24:811,14:15:25:544,14:15:28:546,right,14:15:28:914,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
430,vgpdm_dyn(20)-lvm(20)_final(8).mov,False,left,2,training(23).mov,0,111,111,147,,,,,,,,14:15:29:674,14:15:30:431,14:15:33:434,right,14:15:33:818,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
431,vgpdm_dyn(30)-lvm(35)_final(1).mov,False,left,2,training(8).mov,0,112,112,115,,,,,,,,14:15:34:568,14:15:35:319,14:15:38:321,right,14:15:38:672,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
432,training(33).mov,True,right,2,vcgpdm_dyn(30)-lvm(10)_final(9).mov,0,113,113,108,,,,,,,,14:15:39:429,14:15:40:173,14:15:43:176,right,14:15:43:460,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
433,training(10).mov,True,right,2,vgpdm_dyn(15)-lvm(15)_final(0).mov,0,114,114,156,,,,,,,,14:15:44:216,14:15:44:977,14:15:47:963,right,14:15:48:430,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
434,vgpdm_dyn(25)-lvm(20)_final(7).mov,True,left,2,training(6).mov,0,115,115,123,,,,,,,,14:15:49:177,14:15:49:931,14:15:52:932,right,14:15:53:232,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
435,training(32).mov,True,right,2,tmp_numprim(5)_final(5).mov,0,116,116,93,,,,,,,,14:15:53:984,14:15:54:734,14:15:57:736,right,14:15:58:004,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
436,vcgpdm_dyn(20)-lvm(15)_final(9).mov,True,left,2,training(9).mov,0,117,117,90,,,,,,,,14:15:58:754,14:15:59:505,14:16:02:508,right,14:16:02:891,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
437,training(12).mov,True,right,2,vcgpdm_dyn(10)-lvm(15)_final(3).mov,0,118,118,140,,,,,,,,14:16:03:653,14:16:04:411,14:16:07:413,right,14:16:07:664,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
438,training(15).mov,False,right,2,tmp_numprim(6)_final(9).mov,0,119,119,44,,,,,,,,14:16:08:421,14:16:09:165,14:16:12:167,right,14:16:12:484,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
439,vcgpdm_dyn(5)-lvm(10)_final(2).mov,True,left,2,training(34).mov,0,120,120,19,,,,,,,,14:16:13:245,14:16:13:985,14:16:16:989,left,14:16:17:356,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
440,vcgpdm_dyn(25)-lvm(10)_final(8).mov,False,left,2,training(35).mov,0,121,121,154,,,,,,,,14:16:18:117,14:16:18:873,14:16:21:859,right,14:16:22:293,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
441,vgpdm_dyn(5)-lvm(15)_final(9).mov,True,left,2,training(26).mov,0,122,122,68,,,,,,,,14:16:23:049,14:16:23:794,14:16:26:797,left,14:16:27:080,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
442,training(10).mov,False,right,2,vgpdm_dyn(10)-lvm(10)_final(4).mov,0,123,123,59,,,,,,,,14:16:27:834,14:16:28:582,14:16:31:584,right,14:16:31:984,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
443,vgpdm_dyn(20)-lvm(35)_final(2).mov,True,left,2,training(26).mov,0,124,124,124,,,,,,,,14:16:32:739,14:16:33:486,14:16:36:489,right,14:16:36:822,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
444,dmp_npsi(50)_final(4).mov,False,left,2,training(35).mov,0,125,125,157,,,,,,,,14:16:37:571,14:16:38:324,14:16:41:324,left,14:16:42:375,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
445,dmp_npsi(45)_final(4).mov,False,left,2,training(8).mov,0,126,126,106,,,,,,,,14:16:43:131,14:16:43:876,14:16:46:879,right,14:16:47:162,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
446,training(34).mov,False,right,2,vgpdm_dyn(10)-lvm(20)_final(2).mov,0,127,127,76,,,,,,,,14:16:47:922,14:16:48:663,14:16:51:684,right,14:16:51:967,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
447,training(15).mov,True,right,2,vgpdm_dyn(30)-lvm(5)_final(8).mov,0,128,128,56,,,,,,,,14:16:52:728,14:16:53:468,14:16:56:473,right,14:16:56:706,,,2018_Jun_04_1330,60.0008493197,MP-Perception Experiment,xx08m28,
